Condition,State,PPH_per_1000,Year,Jurisdiction,Sector,Cost_per_person,Cost_per_PPH
Pneumonia (not vaccine-preventable),SA,0.1,2022-23,SA,Hospitals,1137.0,11370000.0
Pneumonia (not vaccine-preventable),SA,0.1,2022-23,SA,Hospitals,13.0,130000.0
Pneumonia (not vaccine-preventable),SA,0.1,2022-23,SA,Hospitals,39.0,390000.0
Pneumonia (not vaccine-preventable),SA,0.1,2022-23,SA,Hospitals,36.0,360000.0
Pneumonia (not vaccine-preventable),SA,0.1,2022-23,SA,Hospitals,119.0,1190000.0
Pneumonia (not vaccine-preventable),SA,0.1,2022-23,SA,Hospitals,2084.0,20840000.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,17.0,8500.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,167.0,83500.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,123.0,61500.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,368.0,184000.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,103.0,51500.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,36.0,18000.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,26.0,13000.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,19.0,9500.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,1137.0,568500.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,13.0,6500.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,39.0,19500.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,36.0,18000.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,119.0,59500.0
Cellulitis,SA,2.0,2022-23,SA,Hospitals,2084.0,1042000.0
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,17.0,13076.923076923076
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,167.0,128461.53846153845
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,123.0,94615.38461538461
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,368.0,283076.92307692306
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,103.0,79230.76923076923
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,36.0,27692.30769230769
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,26.0,20000.0
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,19.0,14615.384615384615
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,1137.0,874615.3846153846
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,13.0,10000.0
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,39.0,30000.0
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,36.0,27692.30769230769
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,119.0,91538.46153846153
Convulsions and epilepsy,SA,1.3,2022-23,SA,Hospitals,2084.0,1603076.923076923
Eclampsia,SA,0.0,2022-23,SA,Hospitals,17.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,167.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,123.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,368.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,103.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,36.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,26.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,19.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,1137.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,13.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,39.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,36.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,119.0,inf
Eclampsia,SA,0.0,2022-23,SA,Hospitals,2084.0,inf
Dental conditions,SA,4.4,2022-23,SA,Hospitals,17.0,3863.6363636363635
Dental conditions,SA,4.4,2022-23,SA,Hospitals,167.0,37954.54545454545
Dental conditions,SA,4.4,2022-23,SA,Hospitals,123.0,27954.545454545452
Dental conditions,SA,4.4,2022-23,SA,Hospitals,368.0,83636.36363636363
Dental conditions,SA,4.4,2022-23,SA,Hospitals,103.0,23409.090909090908
Dental conditions,SA,4.4,2022-23,SA,Hospitals,36.0,8181.818181818181
Dental conditions,SA,4.4,2022-23,SA,Hospitals,26.0,5909.090909090909
Dental conditions,SA,4.4,2022-23,SA,Hospitals,19.0,4318.181818181818
Dental conditions,SA,4.4,2022-23,SA,Hospitals,1137.0,258409.09090909088
Dental conditions,SA,4.4,2022-23,SA,Hospitals,13.0,2954.5454545454545
Dental conditions,SA,4.4,2022-23,SA,Hospitals,39.0,8863.636363636362
Dental conditions,SA,4.4,2022-23,SA,Hospitals,36.0,8181.818181818181
Dental conditions,SA,4.4,2022-23,SA,Hospitals,119.0,27045.454545454544
Dental conditions,SA,4.4,2022-23,SA,Hospitals,2084.0,473636.3636363636
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,17.0,9444.444444444443
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,167.0,92777.77777777778
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,123.0,68333.33333333333
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,368.0,204444.44444444444
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,103.0,57222.22222222222
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,36.0,20000.0
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,26.0,14444.444444444443
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,19.0,10555.555555555555
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,1137.0,631666.6666666666
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,13.0,7222.222222222222
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,39.0,21666.666666666668
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,36.0,20000.0
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,119.0,66111.11111111111
"Ear, nose and throat infections",SA,1.8,2022-23,SA,Hospitals,2084.0,1157777.7777777778
Gangrene,SA,0.4,2022-23,SA,Hospitals,17.0,42500.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,167.0,417500.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,123.0,307500.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,368.0,920000.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,103.0,257500.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,36.0,90000.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,26.0,65000.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,19.0,47500.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,1137.0,2842500.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,13.0,32500.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,39.0,97500.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,36.0,90000.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,119.0,297500.0
Gangrene,SA,0.4,2022-23,SA,Hospitals,2084.0,5210000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,17.0,85000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,167.0,835000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,123.0,615000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,368.0,1840000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,103.0,515000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,36.0,180000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,26.0,130000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,19.0,95000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,1137.0,5685000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,13.0,65000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,39.0,195000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,36.0,180000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,119.0,595000.0
Pelvic inflammatory disease,SA,0.2,2022-23,SA,Hospitals,2084.0,10420000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,17.0,85000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,167.0,835000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,123.0,615000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,368.0,1840000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,103.0,515000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,36.0,180000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,26.0,130000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,19.0,95000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,1137.0,5685000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,13.0,65000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,39.0,195000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,36.0,180000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,119.0,595000.0
Perforated/bleeding ulcer,SA,0.2,2022-23,SA,Hospitals,2084.0,10420000.0
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,17.0,7083.333333333334
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,167.0,69583.33333333334
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,123.0,51250.0
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,368.0,153333.33333333334
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,103.0,42916.66666666667
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,36.0,15000.0
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,26.0,10833.333333333334
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,19.0,7916.666666666667
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,1137.0,473750.0
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,13.0,5416.666666666667
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,39.0,16250.0
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,36.0,15000.0
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,119.0,49583.333333333336
Urinary tract infections including pyelonephritis,SA,2.4,2022-23,SA,Hospitals,2084.0,868333.3333333334
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,17.0,1338.5826771653544
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,167.0,13149.606299212599
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,123.0,9685.03937007874
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,368.0,28976.377952755905
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,103.0,8110.236220472441
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,36.0,2834.645669291339
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,26.0,2047.2440944881891
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,19.0,1496.0629921259842
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,1137.0,89527.55905511811
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,13.0,1023.6220472440946
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,39.0,3070.8661417322837
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,36.0,2834.645669291339
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,119.0,9370.078740157482
Total acute conditions(c),SA,12.7,2022-23,SA,Hospitals,2084.0,164094.4881889764
Angina,SA,0.8,2022-23,SA,Hospitals,17.0,21250.0
Angina,SA,0.8,2022-23,SA,Hospitals,167.0,208750.0
Angina,SA,0.8,2022-23,SA,Hospitals,123.0,153750.0
Angina,SA,0.8,2022-23,SA,Hospitals,368.0,460000.0
Angina,SA,0.8,2022-23,SA,Hospitals,103.0,128750.0
Angina,SA,0.8,2022-23,SA,Hospitals,36.0,45000.0
Angina,SA,0.8,2022-23,SA,Hospitals,26.0,32500.0
Angina,SA,0.8,2022-23,SA,Hospitals,19.0,23750.0
Angina,SA,0.8,2022-23,SA,Hospitals,1137.0,1421250.0
Angina,SA,0.8,2022-23,SA,Hospitals,13.0,16250.0
Angina,SA,0.8,2022-23,SA,Hospitals,39.0,48750.0
Angina,SA,0.8,2022-23,SA,Hospitals,36.0,45000.0
Angina,SA,0.8,2022-23,SA,Hospitals,119.0,148750.0
Angina,SA,0.8,2022-23,SA,Hospitals,2084.0,2605000.0
Asthma,SA,1.2,2022-23,SA,Hospitals,17.0,14166.666666666668
Asthma,SA,1.2,2022-23,SA,Hospitals,167.0,139166.6666666667
Asthma,SA,1.2,2022-23,SA,Hospitals,123.0,102500.0
Asthma,SA,1.2,2022-23,SA,Hospitals,368.0,306666.6666666667
Asthma,SA,1.2,2022-23,SA,Hospitals,103.0,85833.33333333334
Asthma,SA,1.2,2022-23,SA,Hospitals,36.0,30000.0
Asthma,SA,1.2,2022-23,SA,Hospitals,26.0,21666.666666666668
Asthma,SA,1.2,2022-23,SA,Hospitals,19.0,15833.333333333334
Asthma,SA,1.2,2022-23,SA,Hospitals,1137.0,947500.0
Asthma,SA,1.2,2022-23,SA,Hospitals,13.0,10833.333333333334
Asthma,SA,1.2,2022-23,SA,Hospitals,39.0,32500.0
Asthma,SA,1.2,2022-23,SA,Hospitals,36.0,30000.0
Asthma,SA,1.2,2022-23,SA,Hospitals,119.0,99166.66666666667
Asthma,SA,1.2,2022-23,SA,Hospitals,2084.0,1736666.6666666667
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,17.0,8947.368421052632
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,167.0,87894.73684210527
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,123.0,64736.84210526316
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,368.0,193684.2105263158
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,103.0,54210.52631578947
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,36.0,18947.368421052633
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,26.0,13684.21052631579
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,19.0,10000.0
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,1137.0,598421.052631579
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,13.0,6842.105263157895
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,39.0,20526.315789473687
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,36.0,18947.368421052633
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,119.0,62631.57894736843
Chronic obstructive pulmonary disease,SA,1.9,2022-23,SA,Hospitals,2084.0,1096842.105263158
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,17.0,8947.368421052632
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,167.0,87894.73684210527
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,123.0,64736.84210526316
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,368.0,193684.2105263158
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,103.0,54210.52631578947
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,36.0,18947.368421052633
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,26.0,13684.21052631579
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,19.0,10000.0
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,1137.0,598421.052631579
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,13.0,6842.105263157895
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,39.0,20526.315789473687
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,36.0,18947.368421052633
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,119.0,62631.57894736843
Congestive cardiac failure,SA,1.9,2022-23,SA,Hospitals,2084.0,1096842.105263158
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,17.0,9444.444444444443
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,167.0,92777.77777777778
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,123.0,68333.33333333333
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,368.0,204444.44444444444
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,103.0,57222.22222222222
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,36.0,20000.0
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,26.0,14444.444444444443
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,19.0,10555.555555555555
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,1137.0,631666.6666666666
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,13.0,7222.222222222222
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,39.0,21666.666666666668
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,36.0,20000.0
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,119.0,66111.11111111111
Diabetes complications,SA,1.8,2022-23,SA,Hospitals,2084.0,1157777.7777777778
Hypertension,SA,0.2,2022-23,SA,Hospitals,17.0,85000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,167.0,835000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,123.0,615000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,368.0,1840000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,103.0,515000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,36.0,180000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,26.0,130000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,19.0,95000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,1137.0,5685000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,13.0,65000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,39.0,195000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,36.0,180000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,119.0,595000.0
Hypertension,SA,0.2,2022-23,SA,Hospitals,2084.0,10420000.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,17.0,10625.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,167.0,104375.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,123.0,76875.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,368.0,230000.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,103.0,64375.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,36.0,22500.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,26.0,16250.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,19.0,11875.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,1137.0,710625.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,13.0,8125.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,39.0,24375.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,36.0,22500.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,119.0,74375.0
Iron deficiency anaemia,SA,1.6,2022-23,SA,Hospitals,2084.0,1302500.0
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,17.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,167.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,123.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,368.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,103.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,36.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,26.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,19.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,1137.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,13.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,39.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,36.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,119.0,inf
Nutritional deficiencies,SA,0.0,2022-23,SA,Hospitals,2084.0,inf
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,17.0,170000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,167.0,1670000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,123.0,1230000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,368.0,3680000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,103.0,1030000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,36.0,360000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,26.0,260000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,19.0,190000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,1137.0,11370000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,13.0,130000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,39.0,390000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,36.0,360000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,119.0,1190000.0
Rheumatic heart disease(d),SA,0.1,2022-23,SA,Hospitals,2084.0,20840000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,17.0,170000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,167.0,1670000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,123.0,1230000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,368.0,3680000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,103.0,1030000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,36.0,360000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,26.0,260000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,19.0,190000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,1137.0,11370000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,13.0,130000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,39.0,390000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,36.0,360000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,119.0,1190000.0
Bronchiectasis,SA,0.1,2022-23,SA,Hospitals,2084.0,20840000.0
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,17.0,1752.577319587629
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,167.0,17216.494845360827
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,123.0,12680.412371134022
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,368.0,37938.14432989691
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,103.0,10618.556701030928
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,36.0,3711.3402061855672
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,26.0,2680.4123711340208
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,19.0,1958.7628865979382
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,1137.0,117216.49484536084
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,13.0,1340.2061855670104
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,39.0,4020.618556701031
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,36.0,3711.3402061855672
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,119.0,12268.041237113403
Total chronic conditions(c),SA,9.7,2022-23,SA,Hospitals,2084.0,214845.3608247423
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,17.0,720.3389830508474
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,167.0,7076.271186440677
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,123.0,5211.86440677966
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,368.0,15593.22033898305
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,103.0,4364.406779661017
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,36.0,1525.4237288135591
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,26.0,1101.6949152542372
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,19.0,805.0847457627118
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,1137.0,48177.96610169491
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,13.0,550.8474576271186
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,39.0,1652.5423728813557
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,36.0,1525.4237288135591
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,119.0,5042.372881355932
Total selected potentially preventable hospitalisations,SA,23.6,2022-23,SA,Hospitals,2084.0,88305.08474576271
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,19.0,23750.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,140.0,175000.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,127.0,158750.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,379.0,473750.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,124.0,155000.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,58.0,72500.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,190.0,237500.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,18.0,22500.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,1374.0,1717500.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,10.0,12500.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,29.0,36250.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,44.0,55000.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,53.0,66250.0
Pneumonia and vaccine-preventable influenza,Tas,0.8,2022-23,Tas,Hospitals,2300.0,2875000.0
Other vaccine-preventable conditions,Tas,0.2,2022-23,Tas,Hospitals,19.0,95000.0
