eSituation_09,DiagnosisCodeDescr
S10.80XA,"Unspecified superficial injury of other specified part of neck, initial encounter"
S10.81,Abrasion of other specified part of neck
S10.82,Blister (nonthermal) of other specified part of neck
S10.83,Contusion of other specified part of neck
S10.90,Unspecified superficial injury of unspecified part of neck
S10.91,Abrasion of unspecified part of neck
S10.91XA,"Abrasion of unspecified part of neck, initial encounter"
S10.93,Contusion of unspecified part of neck
S10.96,Insect bite of unspecified part of neck
S11,Open wound of neck
S11.021,Laceration without foreign body of trachea
S11.81,Laceration without foreign body of other specified part of neck
S11.9,Open wound of unspecified part of neck
S11.90,Unspecified open wound of unspecified part of neck
S11.90XA,"Unspecified open wound of unspecified part of neck, initial encounter"
S11.91,Laceration without foreign body of unspecified part of neck
S11.92,Laceration with foreign body of unspecified part of neck
S11.93,Puncture wound without foreign body of unspecified part of neck
S11.94,Puncture wound with foreign body of unspecified part of neck
S12.10,Unspecified fracture of second cervical vertebra
S12.100A,"Unspecified displaced fracture of second cervical vertebra, initial encounter for closed fracture"
S12.8,Fracture of other parts of neck
S12.9,"Fracture of neck, unspecified"
S12.9XXA,"Fracture of neck, unspecified, initial encounter"
S13.4,Sprain of ligaments of cervical spine
S14.1,Other and unspecified injuries of cervical spinal cord
S14.10,Unspecified injury of cervical spinal cord
S14.109,Unspecified injury at unspecified level of cervical spinal cord
S14.109D,"Unspecified injury at unspecified level of cervical spinal cord, subsequent encounter"
S14.2,Injury of nerve root of cervical spine
S15.0,Injury of carotid artery of neck
S16,"Injury of muscle, fascia and tendon at neck level"
S16.1,"Strain of muscle, fascia and tendon at neck level"
S16.1XXD,"Strain of muscle, fascia and tendon at neck level, subsequent encounter"
S16.2,"Laceration of muscle, fascia and tendon at neck level"
S16.8,"Other specified injury of muscle, fascia and tendon at neck level"
S16.8XXA,"Other specified injury of muscle, fascia and tendon at neck level, initial encounter"
S16.9,"Unspecified injury of muscle, fascia and tendon at neck level"
S17,Crushing injury of neck
S17.0,Crushing injury of larynx and trachea
S19.8,Other specified injuries of neck
S19.80,Other specified injuries of unspecified part of neck
S19.80XA,"Other specified injuries of unspecified part of neck, initial encounter"
S19.9,Unspecified injury of neck
S19.9XXA,"Unspecified injury of neck, initial encounter"
S20,Superficial injury of thorax
S20.0,Contusion of breast
S20.00,"Contusion of breast, unspecified breast"
S20.10,Unspecified superficial injuries of breast
S20.101,"Unspecified superficial injuries of breast, right breast"
S20.11,Abrasion of breast
S20.111,"Abrasion of breast, right breast"
S20.112,"Abrasion of breast, left breast"
S20.2,Contusion of thorax
S20.20,"Contusion of thorax, unspecified"
S20.20XA,"Contusion of thorax, unspecified, initial encounter"
S20.21,Contusion of front wall of thorax
S20.219,Contusion of unspecified front wall of thorax
S20.219A,"Contusion of unspecified front wall of thorax, initial encounter"
S20.221,Contusion of right back wall of thorax
S20.229A,"Contusion of unspecified back wall of thorax, initial encounter"
S20.31,Abrasion of front wall of thorax
S20.311,Abrasion of right front wall of thorax
S20.312,Abrasion of left front wall of thorax
S20.363A,"Insect bite (nonvenomous) of bilateral front wall of thorax, initial encounter"
S20.411,Abrasion of right back wall of thorax
S20.412,Abrasion of left back wall of thorax
S20.419,Abrasion of unspecified back wall of thorax
S20.90,Unspecified superficial injury of unspecified parts of thorax
S20.91,Abrasion of unspecified parts of thorax
S20.96XA,"Insect bite (nonvenomous) of unspecified parts of thorax, initial encounter"
S20.97XA,"Other superficial bite of unspecified parts of thorax, initial encounter"
S21,Open wound of thorax
S21.0,Open wound of breast
S21.00,Unspecified open wound of breast
S21.019,Laceration without foreign body of unspecified breast
S21.04,Puncture wound with foreign body of breast
S21.109A,"Unspecified open wound of unspecified front wall of thorax without penetration into thoracic cavity, initial encounter"
S21.11,Laceration without foreign body of front wall of thorax without penetration into thoracic cavity
S21.142,Puncture wound with foreign body of left front wall of thorax without penetration into thoracic cavity
S21.2,Open wound of back wall of thorax without penetration into thoracic cavity
S21.201,Unspecified open wound of right back wall of thorax without penetration into thoracic cavity
S21.249,Puncture wound with foreign body of unspecified back wall of thorax without penetration into thoracic cavity
S21.3,Open wound of front wall of thorax with penetration into thoracic cavity
S21.30,Unspecified open wound of front wall of thorax with penetration into thoracic cavity
S21.332A,"Puncture wound without foreign body of left front wall of thorax with penetration into thoracic cavity, initial encounter"
S21.339,Puncture wound without foreign body of unspecified front wall of thorax with penetration into thoracic cavity
S21.341,Puncture wound with foreign body of right front wall of thorax with penetration into thoracic cavity
S21.341A,"Puncture wound with foreign body of right front wall of thorax with penetration into thoracic cavity, initial encounter"
S21.342,Puncture wound with foreign body of left front wall of thorax with penetration into thoracic cavity
S21.40,Unspecified open wound of back wall of thorax with penetration into thoracic cavity
S21.90,Unspecified open wound of unspecified part of thorax
S21.90XS,"Unspecified open wound of unspecified part of thorax, sequela"
S21.91XA,"Laceration without foreign body of unspecified part of thorax, initial encounter"
S21.94,Puncture wound with foreign body of unspecified part of thorax
S21.95,Open bite of unspecified part of thorax
S22.0,Fracture of thoracic vertebra
S22.00,Fracture of unspecified thoracic vertebra
S22.000A,"Wedge compression fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
S22.009A,"Unspecified fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
S22.2,Fracture of sternum
S22.20,Unspecified fracture of sternum
S22.20XA,"Unspecified fracture of sternum, initial encounter for closed fracture"
S22.24XK,"Fracture of xiphoid process, subsequent encounter for fracture with nonunion"
S22.3,Fracture of one rib
S22.31,"Fracture of one rib, right side"
S22.32,"Fracture of one rib, left side"
S22.39XA,"Fracture of one rib, unspecified side, initial encounter for closed fracture"
S22.4,Multiple fractures of ribs
S22.42,"Multiple fractures of ribs, left side"
S22.42XA,"Multiple fractures of ribs, left side, initial encounter for closed fracture"
S22.43,"Multiple fractures of ribs, bilateral"
S22.49XA,"Multiple fractures of ribs, unspecified side, initial encounter for closed fracture"
S22.5,Flail chest
S22.9,"Fracture of bony thorax, part unspecified"
S23.0,Traumatic rupture of thoracic intervertebral disc
S23.4,Sprain of ribs and sternum
S23.41,Sprain of ribs
S23.42,Sprain of sternum
S23.429,Unspecified sprain of sternum
S24.10,Unspecified injury of thoracic spinal cord
S24.109,Unspecified injury at unspecified level of thoracic spinal cord
S25.0,Injury of thoracic aorta
S25.40,Unspecified injury of pulmonary blood vessels
S25.81,Laceration of other blood vessels of thorax
S27,Injury of other and unspecified intrathoracic organs
S27.0,Traumatic pneumothorax
S27.0XXA,"Traumatic pneumothorax, initial encounter"
S27.1,Traumatic hemothorax
S27.1XXA,"Traumatic hemothorax, initial encounter"
S27.30,Unspecified injury of lung
S27.39,Other injuries of lung
S27.392,"Other injuries of lung, bilateral"
S27.80,Injury of diaphragm
S27.81,Injury of esophagus (thoracic part)
S27.9,Injury of unspecified intrathoracic organ
S28.0,Crushed chest
S29.0,Injury of muscle and tendon at thorax level
S29.002,Unspecified injury of muscle and tendon of back wall of thorax
S29.021,Laceration of muscle and tendon of front wall of thorax
S29.8XXA,"Other specified injuries of thorax, initial encounter"
S29.9,Unspecified injury of thorax
S29.9XXA,"Unspecified injury of thorax, initial encounter"
S30.0,Contusion of lower back and pelvis
S30.0XXA,"Contusion of lower back and pelvis, initial encounter"
S30.1,Contusion of abdominal wall
S30.1XXA,"Contusion of abdominal wall, initial encounter"
S30.20,Contusion of unspecified external genital organ
S30.21,Contusion of penis
S30.81,"Abrasion of abdomen, lower back, pelvis and external genitals"
S30.810,Abrasion of lower back and pelvis
S30.811,Abrasion of abdominal wall
S30.812,Abrasion of penis
S30.813,Abrasion of scrotum and testes
S30.817,Abrasion of anus
S30.82,"Blister (nonthermal) of abdomen, lower back, pelvis and external genitals"
S30.820,Blister (nonthermal) of lower back and pelvis
S30.841,External constriction of abdominal wall
S30.86,"Insect bite (nonvenomous) of abdomen, lower back, pelvis and external genitals"
S30.860A,"Insect bite (nonvenomous) of lower back and pelvis, initial encounter"
S30.861,Insect bite (nonvenomous) of abdominal wall
S30.862,Insect bite (nonvenomous) of penis
S30.867,Insect bite (nonvenomous) of anus
S30.871,Other superficial bite of abdominal wall
S30.91,Unspecified superficial injury of lower back and pelvis
S30.93,Unspecified superficial injury of penis
S30.93XA,"Unspecified superficial injury of penis, initial encounter"
S31,"Open wound of abdomen, lower back, pelvis and external genitals"
S31.0,Open wound of lower back and pelvis
S31.00,Unspecified open wound of lower back and pelvis
S31.000,Unspecified open wound of lower back and pelvis without penetration into retroperitoneum
S31.000A,"Unspecified open wound of lower back and pelvis without penetration into retroperitoneum, initial encounter"
S31.010A,"Laceration without foreign body of lower back and pelvis without penetration into retroperitoneum, initial encounter"
S31.030,Puncture wound without foreign body of lower back and pelvis without penetration into retroperitoneum
S31.04,Puncture wound with foreign body of lower back and pelvis
S31.040,Puncture wound with foreign body of lower back and pelvis without penetration into retroperitoneum
S31.1,Open wound of abdominal wall without penetration into peritoneal cavity
S31.109A,"Unspecified open wound of abdominal wall, unspecified quadrant without penetration into peritoneal cavity, initial encounter"
S31.129,"Laceration of abdominal wall with foreign body, unspecified quadrant without penetration into peritoneal cavity"
S31.139A,"Puncture wound of abdominal wall without foreign body, unspecified quadrant without penetration into peritoneal cavity, initial encounter"
S31.159,"Open bite of abdominal wall, unspecified quadrant without penetration into peritoneal cavity"
S31.2,Open wound of penis
S31.20,Unspecified open wound of penis
S31.21,Laceration without foreign body of penis
S31.21XA,"Laceration without foreign body of penis, initial encounter"
S31.22,Laceration with foreign body of penis
S31.3,Open wound of scrotum and testes
S31.31,Laceration without foreign body of scrotum and testes
S31.4,Open wound of vagina and vulva
S31.5,Open wound of unspecified external genital organs
S31.511,"Laceration without foreign body of unspecified external genital organs, male"
S31.551,"Open bite of unspecified external genital organs, male"
S31.6,Open wound of abdominal wall with penetration into peritoneal cavity
S31.60,Unspecified open wound of abdominal wall with penetration into peritoneal cavity
S31.600,"Unspecified open wound of abdominal wall, right upper quadrant with penetration into peritoneal cavity"
S31.601,"Unspecified open wound of abdominal wall, left upper quadrant with penetration into peritoneal cavity"
S31.612,"Laceration without foreign body of abdominal wall, epigastric region with penetration into peritoneal cavity"
S31.63,Puncture wound without foreign body of abdominal wall with penetration into peritoneal cavity
S31.639A,"Puncture wound without foreign body of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter"
S31.640,"Puncture wound with foreign body of abdominal wall, right upper quadrant with penetration into peritoneal cavity"
S31.641,"Puncture wound with foreign body of abdominal wall, left upper quadrant with penetration into peritoneal cavity"
S31.8,"Open wound of other parts of abdomen, lower back and pelvis"
S31.80,Open wound of unspecified buttock
S31.801,Laceration without foreign body of unspecified buttock
S31.809A,"Unspecified open wound of unspecified buttock, initial encounter"
S31.809S,"Unspecified open wound of unspecified buttock, sequela"
S31.81,Open wound of right buttock
S31.811,Laceration without foreign body of right buttock
S31.812,Laceration with foreign body of right buttock
S31.819,Unspecified open wound of right buttock
S31.82,Open wound of left buttock
S31.821,Laceration without foreign body of left buttock
S31.83,Open wound of anus
S32,Fracture of lumbar spine and pelvis
S32.000A,"Wedge compression fracture of unspecified lumbar vertebra, initial encounter for closed fracture"
S32.009A,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture"
S32.10XA,"Unspecified fracture of sacrum, initial encounter for closed fracture"
S32.2XXA,"Fracture of coccyx, initial encounter for closed fracture"
S32.431,Displaced fracture of anterior column [iliopubic] of right acetabulum
S32.50,Unspecified fracture of pubis
S32.6,Fracture of ischium
S32.89,Fracture of other parts of pelvis
S32.9,Fracture of unspecified parts of lumbosacral spine and pelvis
S32.9XXA,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for closed fracture"
S32.9XXB,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for open fracture"
S34,"Injury of lumbar and sacral spinal cord and nerves at abdomen, lower back and pelvis level"
S34.10,Unspecified injury to lumbar spinal cord
S34.109,Unspecified injury to unspecified level of lumbar spinal cord
S34.109A,"Unspecified injury to unspecified level of lumbar spinal cord, initial encounter"
S34.109D,"Unspecified injury to unspecified level of lumbar spinal cord, subsequent encounter"
S34.111,Complete lesion of L1 level of lumbar spinal cord
S35.0,Injury of abdominal aorta
S35.40,Unspecified injury of renal blood vessel
S35.411,Laceration of right renal artery
S35.8X1A,"Laceration of other blood vessels at abdomen, lower back and pelvis level, initial encounter"
S36,Injury of intra-abdominal organs
S36.0,Injury of spleen
S36.00,Unspecified injury of spleen
S36.039,Unspecified laceration of spleen
S36.09XA,"Other injury of spleen, initial encounter"
S36.11,Injury of liver
S36.290,Other injury of head of pancreas
S36.3,Injury of stomach
S36.30,Unspecified injury of stomach
S36.39,Other injury of stomach
S36.499,Other injury of unspecified part of small intestine
S36.529,Contusion of unspecified part of colon
S36.59,Other injury of colon
S36.6,Injury of rectum
S36.60,Unspecified injury of rectum
S36.62,Contusion of rectum
S36.69,Other injury of rectum
S36.81,Injury of peritoneum
S36.90XA,"Unspecified injury of unspecified intra-abdominal organ, initial encounter"
S37.0,Injury of kidney
S37.00,Unspecified injury of kidney
S37.002,Unspecified injury of left kidney
S37.009,Unspecified injury of unspecified kidney
S37.012A,"Minor contusion of left kidney, initial encounter"
S37.031A,"Laceration of right kidney, unspecified degree, initial encounter"
S37.22,Contusion of bladder
S37.3,Injury of urethra
S37.501,"Unspecified injury of fallopian tube, unilateral"
S37.8,Injury of other urinary and pelvic organs
S37.828,Other injury of prostate
S38.0,Crushing injury of external genital organs
S38.01,Crushing injury of penis
S39.0,"Injury of muscle, fascia and tendon of abdomen, lower back and pelvis"
S39.81,Other specified injuries of abdomen
S39.81XA,"Other specified injuries of abdomen, initial encounter"
S39.82,Other specified injuries of lower back
S39.82XA,"Other specified injuries of lower back, initial encounter"
S39.83,Other specified injuries of pelvis
S39.91,Unspecified injury of abdomen
S39.91XA,"Unspecified injury of abdomen, initial encounter"
S39.92,Unspecified injury of lower back
S39.92XA,"Unspecified injury of lower back, initial encounter"
S39.93,Unspecified injury of pelvis
S39.93XA,"Unspecified injury of pelvis, initial encounter"
S39.94,Unspecified injury of external genitals
S39.94XA,"Unspecified injury of external genitals, initial encounter"
S40,Superficial injury of shoulder and upper arm
S40.0,Contusion of shoulder and upper arm
S40.01,Contusion of shoulder
S40.011,Contusion of right shoulder
S40.019,Contusion of unspecified shoulder
S40.02,Contusion of upper arm
S40.021,Contusion of right upper arm
S40.022,Contusion of left upper arm
S40.029,Contusion of unspecified upper arm
S40.21,Abrasion of shoulder
S40.211,Abrasion of right shoulder
S40.211A,"Abrasion of right shoulder, initial encounter"
S40.212,Abrasion of left shoulder
S40.212A,"Abrasion of left shoulder, initial encounter"
S40.219,Abrasion of unspecified shoulder
S40.219A,"Abrasion of unspecified shoulder, initial encounter"
S40.221,Blister (nonthermal) of right shoulder
S40.26,Insect bite (nonvenomous) of shoulder
S40.8,Other superficial injuries of upper arm
S40.81,Abrasion of upper arm
S40.811,Abrasion of right upper arm
S40.812,Abrasion of left upper arm
S40.819,Abrasion of unspecified upper arm
S40.861,Insect bite (nonvenomous) of right upper arm
S40.92,Unspecified superficial injury of upper arm
S41,Open wound of shoulder and upper arm
S41.0,Open wound of shoulder
S41.042,Puncture wound with foreign body of left shoulder
S41.1,Open wound of upper arm
S41.10,Unspecified open wound of upper arm
S41.101,Unspecified open wound of right upper arm
S41.109A,"Unspecified open wound of unspecified upper arm, initial encounter"
S41.109S,"Unspecified open wound of unspecified upper arm, sequela"
S41.11,Laceration without foreign body of upper arm
S41.111A,"Laceration without foreign body of right upper arm, initial encounter"
S41.112A,"Laceration without foreign body of left upper arm, initial encounter"
S41.12,Laceration with foreign body of upper arm
S41.129,Laceration with foreign body of unspecified upper arm
S41.131,Puncture wound without foreign body of right upper arm
S41.141,Puncture wound with foreign body of right upper arm
S42,Fracture of shoulder and upper arm
S42.0,Fracture of clavicle
S42.00,Fracture of unspecified part of clavicle
S42.001,Fracture of unspecified part of right clavicle
S42.002,Fracture of unspecified part of left clavicle
S42.009A,"Fracture of unspecified part of unspecified clavicle, initial encounter for closed fracture"
S42.011,Anterior displaced fracture of sternal end of right clavicle
S42.02,Fracture of shaft of clavicle
S42.021,Displaced fracture of shaft of right clavicle
S42.101,"Fracture of unspecified part of scapula, right shoulder"
S42.109A,"Fracture of unspecified part of scapula, unspecified shoulder, initial encounter for closed fracture"
S42.11,Fracture of body of scapula
S42.111,"Displaced fracture of body of scapula, right shoulder"
S42.12,Fracture of acromial process
S42.121,"Displaced fracture of acromial process, right shoulder"
S42.191,"Fracture of other part of scapula, right shoulder"
S42.2,Fracture of upper end of humerus
S42.202,Unspecified fracture of upper end of left humerus
S42.202A,"Unspecified fracture of upper end of left humerus, initial encounter for closed fracture"
S42.221,2-part displaced fracture of surgical neck of right humerus
S42.242,4-part fracture of surgical neck of left humerus
S42.25,Fracture of greater tuberosity of humerus
S42.3,Fracture of shaft of humerus
S42.30,Unspecified fracture of shaft of humerus
S42.301A,"Unspecified fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42.309,"Unspecified fracture of shaft of humerus, unspecified arm"
S42.309A,"Unspecified fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42.309S,"Unspecified fracture of shaft of humerus, unspecified arm, sequela"
S42.332,"Displaced oblique fracture of shaft of humerus, left arm"
S42.333,"Displaced oblique fracture of shaft of humerus, unspecified arm"
S42.351,"Displaced comminuted fracture of shaft of humerus, right arm"
S42.352,"Displaced comminuted fracture of shaft of humerus, left arm"
S42.391,Other fracture of shaft of right humerus
S42.40,Unspecified fracture of lower end of humerus
S42.409A,"Unspecified fracture of lower end of unspecified humerus, initial encounter for closed fracture"
S42.47,Transcondylar fracture of humerus
S42.9,"Fracture of shoulder girdle, part unspecified"
S42.90,"Fracture of unspecified shoulder girdle, part unspecified"
S42.91XA,"Fracture of right shoulder girdle, part unspecified, initial encounter for closed fracture"
S42.92XA,"Fracture of left shoulder girdle, part unspecified, initial encounter for closed fracture"
S43.00,Unspecified subluxation and dislocation of shoulder joint
S43.004,Unspecified dislocation of right shoulder joint
S43.006,Unspecified dislocation of unspecified shoulder joint
S43.006A,"Unspecified dislocation of unspecified shoulder joint, initial encounter"
S43.011,Anterior subluxation of right humerus
S43.014,Anterior dislocation of right humerus
S43.015,Anterior dislocation of left humerus
S43.024,Posterior dislocation of right humerus
S43.084,Other dislocation of right shoulder joint
S43.085,Other dislocation of left shoulder joint
S43.304,Dislocation of unspecified parts of right shoulder girdle
S43.305,Dislocation of unspecified parts of left shoulder girdle
S43.315,Dislocation of left scapula
S43.395,Dislocation of other parts of left shoulder girdle
S43.396,Dislocation of other parts of unspecified shoulder girdle
S43.40,Unspecified sprain of shoulder joint
S43.401,Unspecified sprain of right shoulder joint
S43.491,Other sprain of right shoulder joint
S43.492,Other sprain of left shoulder joint
S44,Injury of nerves at shoulder and upper arm level
S44.8,Injury of other nerves at shoulder and upper arm level
S44.92,"Injury of unspecified nerve at shoulder and upper arm level, left arm"
S45.192,"Other specified injury of brachial artery, left side"
S45.311,"Laceration of superficial vein at shoulder and upper arm level, right arm"
S45.812,"Laceration of other specified blood vessels at shoulder and upper arm level, left arm"
S45.819,"Laceration of other specified blood vessels at shoulder and upper arm level, unspecified arm"
S45.891,"Other specified injury of other specified blood vessels at shoulder and upper arm level, right arm"
S45.91,Laceration of unspecified blood vessel at shoulder and upper arm level
S46,"Injury of muscle, fascia and tendon at shoulder and upper arm level"
S46.0,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
S46.1,"Injury of muscle, fascia and tendon of long head of biceps"
S46.201,"Unspecified injury of muscle, fascia and tendon of other parts of biceps, right arm"
S46.321,"Laceration of muscle, fascia and tendon of triceps, right arm"
S46.8,"Injury of other muscles, fascia and tendons at shoulder and upper arm level"
S46.801,"Unspecified injury of other muscles, fascia and tendons at shoulder and upper arm level, right arm"
S46.902,"Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, left arm"
S46.991,"Other injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm"
S47,Crushing injury of shoulder and upper arm
S47.1,Crushing injury of right shoulder and upper arm
S47.9,"Crushing injury of shoulder and upper arm, unspecified arm"
S49,Other and unspecified injuries of shoulder and upper arm
S49.8,Other specified injuries of shoulder and upper arm
S49.80,"Other specified injuries of shoulder and upper arm, unspecified arm"
S49.81,Other specified injuries of right shoulder and upper arm
S49.82,Other specified injuries of left shoulder and upper arm
S49.9,Unspecified injury of shoulder and upper arm
S49.90,"Unspecified injury of shoulder and upper arm, unspecified arm"
S49.90XA,"Unspecified injury of shoulder and upper arm, unspecified arm, initial encounter"
S49.91,Unspecified injury of right shoulder and upper arm
S49.91XA,"Unspecified injury of right shoulder and upper arm, initial encounter"
S49.92,Unspecified injury of left shoulder and upper arm
S49.92XA,"Unspecified injury of left shoulder and upper arm, initial encounter"
S50,Superficial injury of elbow and forearm
S50.0,Contusion of elbow
S50.00,Contusion of unspecified elbow
S50.00XA,"Contusion of unspecified elbow, initial encounter"
S50.01,Contusion of right elbow
S50.1,Contusion of forearm
S50.10,Contusion of unspecified forearm
S50.10XA,"Contusion of unspecified forearm, initial encounter"
S50.11,Contusion of right forearm
S50.12,Contusion of left forearm
S50.3,Other superficial injuries of elbow
S50.31,Abrasion of elbow
S50.311,Abrasion of right elbow
S50.311A,"Abrasion of right elbow, initial encounter"
S50.312,Abrasion of left elbow
S50.312A,"Abrasion of left elbow, initial encounter"
S50.319,Abrasion of unspecified elbow
S50.36,Insect bite (nonvenomous) of elbow
S50.8,Other superficial injuries of forearm
S50.81,Abrasion of forearm
S50.811,Abrasion of right forearm
S50.811A,"Abrasion of right forearm, initial encounter"
S50.812,Abrasion of left forearm
S50.812A,"Abrasion of left forearm, initial encounter"
S50.819,Abrasion of unspecified forearm
S50.821,Blister (nonthermal) of right forearm
S50.822,Blister (nonthermal) of left forearm
S50.86,Insect bite (nonvenomous) of forearm
S50.862,Insect bite (nonvenomous) of left forearm
S50.87,Other superficial bite of forearm
S50.871,Other superficial bite of right forearm
S50.879,Other superficial bite of unspecified forearm
S50.9,Unspecified superficial injury of elbow and forearm
S50.90,Unspecified superficial injury of elbow
S50.91,Unspecified superficial injury of forearm
S50.912,Unspecified superficial injury of left forearm
S51,Open wound of elbow and forearm
S51.0,Open wound of elbow
S51.00,Unspecified open wound of elbow
S51.01,Laceration without foreign body of elbow
S51.011,Laceration without foreign body of right elbow
S51.8,Open wound of forearm
S51.80,Unspecified open wound of forearm
S51.809,Unspecified open wound of unspecified forearm
S51.809S,"Unspecified open wound of unspecified forearm, sequela"
S51.81,Laceration without foreign body of forearm
S51.811,Laceration without foreign body of right forearm
S51.812,Laceration without foreign body of left forearm
S51.831,Puncture wound without foreign body of right forearm
S51.841,Puncture wound with foreign body of right forearm
S51.849,Puncture wound with foreign body of unspecified forearm
S51.85,Open bite of forearm
S52,Fracture of forearm
S52.042,Displaced fracture of coronoid process of left ulna
S52.101,Unspecified fracture of upper end of right radius
S52.121,Displaced fracture of head of right radius
S52.20,Unspecified fracture of shaft of ulna
S52.3,Fracture of shaft of radius
S52.30,Unspecified fracture of shaft of radius
S52.311,"Greenstick fracture of shaft of radius, right arm"
S52.342,"Displaced spiral fracture of shaft of radius, left arm"
S52.352,"Displaced comminuted fracture of shaft of radius, left arm"
S52.502,Unspecified fracture of the lower end of left radius
S52.514,Nondisplaced fracture of right radial styloid process
S52.6,Fracture of lower end of ulna
S52.601,Unspecified fracture of lower end of right ulna
S52.615,Nondisplaced fracture of left ulna styloid process
S52.9,Unspecified fracture of forearm
S52.90,Unspecified fracture of unspecified forearm
S52.92XB,"Unspecified fracture of left forearm, initial encounter for open fracture type I or II"
S53,Dislocation and sprain of joints and ligaments of elbow
S53.014,Anterior dislocation of right radial head
S53.40,Unspecified sprain of elbow
S53.492,Other sprain of left elbow
S55,Injury of blood vessels at forearm level
S55.2,Injury of vein at forearm level
S55.21,Laceration of vein at forearm level
S55.211,"Laceration of vein at forearm level, right arm"
S55.80,Unspecified injury of other blood vessels at forearm level
S55.81,Laceration of other blood vessels at forearm level
S55.812,"Laceration of other blood vessels at forearm level, left arm"
S55.91,Laceration of unspecified blood vessel at forearm level
S55.911,"Laceration of unspecified blood vessel at forearm level, right arm"
S55.912,"Laceration of unspecified blood vessel at forearm level, left arm"
S56.126,"Laceration of flexor muscle, fascia and tendon of left ring finger at forearm level"
S56.522,"Laceration of other extensor muscle, fascia and tendon at forearm level, left arm"
S56.80,"Unspecified injury of other muscles, fascia and tendons at forearm level"
S56.821,"Laceration of other muscles, fascia and tendons at forearm level, right arm"
S56.822,"Laceration of other muscles, fascia and tendons at forearm level, left arm"
S57,Crushing injury of elbow and forearm
S57.0,Crushing injury of elbow
S57.02,Crushing injury of left elbow
S57.8,Crushing injury of forearm
S57.80,Crushing injury of unspecified forearm
S58.0,Traumatic amputation at elbow level
S58.012S,"Complete traumatic amputation at elbow level, left arm, sequela"
S58.112,"Complete traumatic amputation at level between elbow and wrist, left arm"
S58.122,"Partial traumatic amputation at level between elbow and wrist, left arm"
S59.80,Other specified injuries of elbow
S59.802,Other specified injuries of left elbow
S59.811,Other specified injuries right forearm
S59.812,Other specified injuries left forearm
S59.819A,"Other specified injuries unspecified forearm, initial encounter"
S59.9,Unspecified injury of elbow and forearm
S59.90,Unspecified injury of elbow
S59.901,Unspecified injury of right elbow
S59.901A,"Unspecified injury of right elbow, initial encounter"
S59.902,Unspecified injury of left elbow
S59.902A,"Unspecified injury of left elbow, initial encounter"
S59.909,Unspecified injury of unspecified elbow
S59.909A,"Unspecified injury of unspecified elbow, initial encounter"
S59.909S,"Unspecified injury of unspecified elbow, sequela"
S59.91,Unspecified injury of forearm
S59.911,Unspecified injury of right forearm
S59.911A,"Unspecified injury of right forearm, initial encounter"
S59.912,Unspecified injury of left forearm
S59.912A,"Unspecified injury of left forearm, initial encounter"
S59.919,Unspecified injury of unspecified forearm
S59.919S,"Unspecified injury of unspecified forearm, sequela"
S60,"Superficial injury of wrist, hand and fingers"
S60.00,Contusion of unspecified finger without damage to nail
S60.10,Contusion of unspecified finger with damage to nail
S60.2,Contusion of wrist and hand
S60.21,Contusion of wrist
S60.211,Contusion of right wrist
S60.219,Contusion of unspecified wrist
S60.219A,"Contusion of unspecified wrist, initial encounter"
S60.22,Contusion of hand
S60.221,Contusion of right hand
S60.222,Contusion of left hand
S60.229,Contusion of unspecified hand
S60.229A,"Contusion of unspecified hand, initial encounter"
S60.31,Abrasion of thumb
S60.311,Abrasion of right thumb
S60.312,Abrasion of left thumb
S60.4,Other superficial injuries of other fingers
S60.41,Abrasion of fingers
S60.410,Abrasion of right index finger
S60.411,Abrasion of left index finger
S60.412,Abrasion of right middle finger
S60.413,Abrasion of left middle finger
S60.414,Abrasion of right ring finger
S60.415,Abrasion of left ring finger
S60.417,Abrasion of left little finger
S60.418,Abrasion of other finger
S60.420,Blister (nonthermal) of right index finger
S60.421,Blister (nonthermal) of left index finger
S60.423,Blister (nonthermal) of left middle finger
S60.425,Blister (nonthermal) of left ring finger
S60.44,External constriction of fingers
S60.46,Insect bite (nonvenomous) of fingers
S60.470,Other superficial bite of right index finger
S60.51,Abrasion of hand
S60.511,Abrasion of right hand
S60.511A,"Abrasion of right hand, initial encounter"
S60.512,Abrasion of left hand
S60.512A,"Abrasion of left hand, initial encounter"
S60.519,Abrasion of unspecified hand
S60.519S,"Abrasion of unspecified hand, sequela"
S60.52,Blister (nonthermal) of hand
S60.56,Insect bite (nonvenomous) of hand
S60.562,Insect bite (nonvenomous) of left hand
S60.8,Other superficial injuries of wrist
S60.81,Abrasion of wrist
S60.811,Abrasion of right wrist
S60.811A,"Abrasion of right wrist, initial encounter"
S60.812,Abrasion of left wrist
S60.812A,"Abrasion of left wrist, initial encounter"
S60.819,Abrasion of unspecified wrist
