eSituation_11,DiagnosisCodeDescr
S32.89,Fracture of other parts of pelvis
S32.89XA,"Fracture of other parts of pelvis, initial encounter for closed fracture"
S32.89XB,"Fracture of other parts of pelvis, initial encounter for open fracture"
S32.89XS,"Fracture of other parts of pelvis, sequela"
S32.9,Fracture of unspecified parts of lumbosacral spine and pelvis
S32.9XXA,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for closed fracture"
S32.9XXB,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for open fracture"
S32.9XXD,"Fracture of unspecified parts of lumbosacral spine and pelvis, subsequent encounter for fracture with routine healing"
S33,Dislocation and sprain of joints and ligaments of lumbar spine and pelvis
S33.0XXA,"Traumatic rupture of lumbar intervertebral disc, initial encounter"
S33.30,Dislocation of unspecified parts of lumbar spine and pelvis
S33.30XA,"Dislocation of unspecified parts of lumbar spine and pelvis, initial encounter"
S33.39XA,"Dislocation of other parts of lumbar spine and pelvis, initial encounter"
S33.5XXA,"Sprain of ligaments of lumbar spine, initial encounter"
S33.6,Sprain of sacroiliac joint
S34,"Injury of lumbar and sacral spinal cord and nerves at abdomen, lower back and pelvis level"
S34.1,Other and unspecified injury of lumbar and sacral spinal cord
S34.101A,"Unspecified injury to L1 level of lumbar spinal cord, initial encounter"
S34.102A,"Unspecified injury to L2 level of lumbar spinal cord, initial encounter"
S34.103,Unspecified injury to L3 level of lumbar spinal cord
S34.109,Unspecified injury to unspecified level of lumbar spinal cord
S34.109A,"Unspecified injury to unspecified level of lumbar spinal cord, initial encounter"
S34.109D,"Unspecified injury to unspecified level of lumbar spinal cord, subsequent encounter"
S34.109S,"Unspecified injury to unspecified level of lumbar spinal cord, sequela"
S34.129,Incomplete lesion of unspecified level of lumbar spinal cord
S34.139,Unspecified injury to sacral spinal cord
S34.139A,"Unspecified injury to sacral spinal cord, initial encounter"
S34.139D,"Unspecified injury to sacral spinal cord, subsequent encounter"
S34.139S,"Unspecified injury to sacral spinal cord, sequela"
S34.2,Injury of nerve root of lumbar and sacral spine
S34.3XXA,"Injury of cauda equina, initial encounter"
S34.9XXA,"Injury of unspecified nerves at abdomen, lower back and pelvis level, initial encounter"
S35.00XS,"Unspecified injury of abdominal aorta, sequela"
S35.09XA,"Other injury of abdominal aorta, initial encounter"
S35.319A,"Unspecified injury of portal vein, initial encounter"
S35.321,Laceration of splenic vein
S35.329,Unspecified injury of splenic vein
S35.40,Unspecified injury of renal blood vessel
S35.402,Unspecified injury of left renal artery
S35.406,Unspecified injury of unspecified renal vein
S35.8X8A,"Other specified injury of other blood vessels at abdomen, lower back and pelvis level, initial encounter"
S35.90XA,"Unspecified injury of unspecified blood vessel at abdomen, lower back and pelvis level, initial encounter"
S35.91,"Laceration of unspecified blood vessel at abdomen, lower back and pelvis level"
S36,Injury of intra-abdominal organs
S36.0,Injury of spleen
S36.00,Unspecified injury of spleen
S36.00XA,"Unspecified injury of spleen, initial encounter"
S36.031A,"Moderate laceration of spleen, initial encounter"
S36.032A,"Major laceration of spleen, initial encounter"
S36.039A,"Unspecified laceration of spleen, initial encounter"
S36.039S,"Unspecified laceration of spleen, sequela"
S36.09XA,"Other injury of spleen, initial encounter"
S36.1,Injury of liver and gallbladder and bile duct
S36.11,Injury of liver
S36.112,Contusion of liver
S36.112A,"Contusion of liver, initial encounter"
S36.113,"Laceration of liver, unspecified degree"
S36.113A,"Laceration of liver, unspecified degree, initial encounter"
S36.119A,"Unspecified injury of liver, initial encounter"
S36.12,Injury of gallbladder
S36.128,Other injury of gallbladder
S36.200A,"Unspecified injury of head of pancreas, initial encounter"
S36.3,Injury of stomach
S36.30,Unspecified injury of stomach
S36.30XA,"Unspecified injury of stomach, initial encounter"
S36.30XS,"Unspecified injury of stomach, sequela"
S36.32,Contusion of stomach
S36.39,Other injury of stomach
S36.49,Other injury of small intestine
S36.50,Unspecified injury of colon
S36.6,Injury of rectum
S36.60,Unspecified injury of rectum
S36.60XA,"Unspecified injury of rectum, initial encounter"
S36.69XA,"Other injury of rectum, initial encounter"
S36.81,Injury of peritoneum
S36.81XA,"Injury of peritoneum, initial encounter"
S36.9,Injury of unspecified intra-abdominal organ
S36.90,Unspecified injury of unspecified intra-abdominal organ
S36.90XA,"Unspecified injury of unspecified intra-abdominal organ, initial encounter"
S36.99XA,"Other injury of unspecified intra-abdominal organ, initial encounter"
S37.0,Injury of kidney
S37.00,Unspecified injury of kidney
S37.001A,"Unspecified injury of right kidney, initial encounter"
S37.002,Unspecified injury of left kidney
S37.002A,"Unspecified injury of left kidney, initial encounter"
S37.009,Unspecified injury of unspecified kidney
S37.009A,"Unspecified injury of unspecified kidney, initial encounter"
S37.009D,"Unspecified injury of unspecified kidney, subsequent encounter"
S37.019A,"Minor contusion of unspecified kidney, initial encounter"
S37.029A,"Major contusion of unspecified kidney, initial encounter"
S37.039A,"Laceration of unspecified kidney, unspecified degree, initial encounter"
S37.09,Other injury of kidney
S37.091A,"Other injury of right kidney, initial encounter"
S37.092A,"Other injury of left kidney, initial encounter"
S37.099A,"Other injury of unspecified kidney, initial encounter"
S37.10XA,"Unspecified injury of ureter, initial encounter"
S37.2,Injury of bladder
S37.20,Unspecified injury of bladder
S37.20XA,"Unspecified injury of bladder, initial encounter"
S37.20XD,"Unspecified injury of bladder, subsequent encounter"
S37.23XA,"Laceration of bladder, initial encounter"
S37.29XA,"Other injury of bladder, initial encounter"
S37.3,Injury of urethra
S37.30,Unspecified injury of urethra
S37.33,Laceration of urethra
S37.401A,"Unspecified injury of ovary, unilateral, initial encounter"
S37.421A,"Contusion of ovary, unilateral, initial encounter"
S37.69XA,"Other injury of uterus, initial encounter"
S37.8,Injury of other urinary and pelvic organs
S37.829A,"Unspecified injury of prostate, initial encounter"
S37.89,Injury of other urinary and pelvic organ
S37.898,Other injury of other urinary and pelvic organ
S37.899,Unspecified injury of other urinary and pelvic organ
S37.90XA,"Unspecified injury of unspecified urinary and pelvic organ, initial encounter"
S37.93XA,"Laceration of unspecified urinary and pelvic organ, initial encounter"
S37.99XA,"Other injury of unspecified urinary and pelvic organ, initial encounter"
S38.0,Crushing injury of external genital organs
S38.001A,"Crushing injury of unspecified external genital organs, male, initial encounter"
S38.01,Crushing injury of penis
S38.01XA,"Crushing injury of penis, initial encounter"
S38.1,"Crushing injury of abdomen, lower back, and pelvis"
S38.1XXA,"Crushing injury of abdomen, lower back, and pelvis, initial encounter"
S38.221A,"Complete traumatic amputation of penis, initial encounter"
S39,"Other and unspecified injuries of abdomen, lower back, pelvis and external genitals"
S39.00,"Unspecified injury of muscle, fascia and tendon of abdomen, lower back and pelvis"
S39.001A,"Unspecified injury of muscle, fascia and tendon of abdomen, initial encounter"
S39.002A,"Unspecified injury of muscle, fascia and tendon of lower back, initial encounter"
S39.012,"Strain of muscle, fascia and tendon of lower back"
S39.02,"Laceration of muscle, fascia and tendon of abdomen, lower back and pelvis"
S39.021,"Laceration of muscle, fascia and tendon of abdomen"
S39.021A,"Laceration of muscle, fascia and tendon of abdomen, initial encounter"
S39.022,"Laceration of muscle, fascia and tendon of lower back"
S39.092A,"Other injury of muscle, fascia and tendon of lower back, initial encounter"
S39.81,Other specified injuries of abdomen
S39.81XA,"Other specified injuries of abdomen, initial encounter"
S39.82XA,"Other specified injuries of lower back, initial encounter"
S39.83,Other specified injuries of pelvis
S39.83XA,"Other specified injuries of pelvis, initial encounter"
S39.840A,"Fracture of corpus cavernosum penis, initial encounter"
S39.848A,"Other specified injuries of external genitals, initial encounter"
S39.9,"Unspecified injury of abdomen, lower back, pelvis and external genitals"
S39.91,Unspecified injury of abdomen
S39.91XA,"Unspecified injury of abdomen, initial encounter"
S39.91XD,"Unspecified injury of abdomen, subsequent encounter"
S39.92,Unspecified injury of lower back
S39.92XA,"Unspecified injury of lower back, initial encounter"
S39.92XD,"Unspecified injury of lower back, subsequent encounter"
S39.92XS,"Unspecified injury of lower back, sequela"
S39.93,Unspecified injury of pelvis
S39.93XA,"Unspecified injury of pelvis, initial encounter"
S39.94,Unspecified injury of external genitals
S39.94XA,"Unspecified injury of external genitals, initial encounter"
S39.94XD,"Unspecified injury of external genitals, subsequent encounter"
S40,Superficial injury of shoulder and upper arm
S40.0,Contusion of shoulder and upper arm
S40.01,Contusion of shoulder
S40.011,Contusion of right shoulder
S40.011A,"Contusion of right shoulder, initial encounter"
S40.012,Contusion of left shoulder
S40.012A,"Contusion of left shoulder, initial encounter"
S40.019A,"Contusion of unspecified shoulder, initial encounter"
S40.021,Contusion of right upper arm
S40.021A,"Contusion of right upper arm, initial encounter"
S40.022,Contusion of left upper arm
S40.022A,"Contusion of left upper arm, initial encounter"
S40.029A,"Contusion of unspecified upper arm, initial encounter"
S40.21,Abrasion of shoulder
S40.211,Abrasion of right shoulder
S40.211A,"Abrasion of right shoulder, initial encounter"
S40.212,Abrasion of left shoulder
S40.212A,"Abrasion of left shoulder, initial encounter"
S40.219,Abrasion of unspecified shoulder
S40.219A,"Abrasion of unspecified shoulder, initial encounter"
S40.26,Insect bite (nonvenomous) of shoulder
S40.261A,"Insect bite (nonvenomous) of right shoulder, initial encounter"
S40.271,Other superficial bite of right shoulder
S40.81,Abrasion of upper arm
S40.811,Abrasion of right upper arm
S40.811A,"Abrasion of right upper arm, initial encounter"
S40.812,Abrasion of left upper arm
S40.812A,"Abrasion of left upper arm, initial encounter"
S40.819,Abrasion of unspecified upper arm
S40.819A,"Abrasion of unspecified upper arm, initial encounter"
S40.861,Insect bite (nonvenomous) of right upper arm
S40.861A,"Insect bite (nonvenomous) of right upper arm, initial encounter"
S40.862,Insect bite (nonvenomous) of left upper arm
S40.862A,"Insect bite (nonvenomous) of left upper arm, initial encounter"
S40.87,Other superficial bite of upper arm
S40.871,Other superficial bite of right upper arm
S40.872,Other superficial bite of left upper arm
S40.879,Other superficial bite of unspecified upper arm
S40.91,Unspecified superficial injury of shoulder
S40.911D,"Unspecified superficial injury of right shoulder, subsequent encounter"
S40.912D,"Unspecified superficial injury of left shoulder, subsequent encounter"
S40.919A,"Unspecified superficial injury of unspecified shoulder, initial encounter"
S40.92,Unspecified superficial injury of upper arm
S40.921A,"Unspecified superficial injury of right upper arm, initial encounter"
S40.922A,"Unspecified superficial injury of left upper arm, initial encounter"
S40.929A,"Unspecified superficial injury of unspecified upper arm, initial encounter"
S40.929S,"Unspecified superficial injury of unspecified upper arm, sequela"
S41,Open wound of shoulder and upper arm
S41.0,Open wound of shoulder
S41.00,Unspecified open wound of shoulder
S41.001A,"Unspecified open wound of right shoulder, initial encounter"
S41.002A,"Unspecified open wound of left shoulder, initial encounter"
S41.009,Unspecified open wound of unspecified shoulder
S41.009A,"Unspecified open wound of unspecified shoulder, initial encounter"
S41.012A,"Laceration without foreign body of left shoulder, initial encounter"
S41.019A,"Laceration without foreign body of unspecified shoulder, initial encounter"
S41.021A,"Laceration with foreign body of right shoulder, initial encounter"
S41.029A,"Laceration with foreign body of unspecified shoulder, initial encounter"
S41.031A,"Puncture wound without foreign body of right shoulder, initial encounter"
S41.04,Puncture wound with foreign body of shoulder
S41.041,Puncture wound with foreign body of right shoulder
S41.042,Puncture wound with foreign body of left shoulder
S41.049,Puncture wound with foreign body of unspecified shoulder
S41.051,Open bite of right shoulder
S41.059A,"Open bite of unspecified shoulder, initial encounter"
S41.1,Open wound of upper arm
S41.10,Unspecified open wound of upper arm
S41.101A,"Unspecified open wound of right upper arm, initial encounter"
S41.102A,"Unspecified open wound of left upper arm, initial encounter"
S41.109A,"Unspecified open wound of unspecified upper arm, initial encounter"
S41.11,Laceration without foreign body of upper arm
S41.111A,"Laceration without foreign body of right upper arm, initial encounter"
S41.112A,"Laceration without foreign body of left upper arm, initial encounter"
S41.119,Laceration without foreign body of unspecified upper arm
S41.119A,"Laceration without foreign body of unspecified upper arm, initial encounter"
S41.121A,"Laceration with foreign body of right upper arm, initial encounter"
S41.122,Laceration with foreign body of left upper arm
S41.122A,"Laceration with foreign body of left upper arm, initial encounter"
S41.131,Puncture wound without foreign body of right upper arm
S41.131A,"Puncture wound without foreign body of right upper arm, initial encounter"
S41.14,Puncture wound with foreign body of upper arm
S41.141,Puncture wound with foreign body of right upper arm
S41.142,Puncture wound with foreign body of left upper arm
S41.149,Puncture wound with foreign body of unspecified upper arm
S41.151,Open bite of right upper arm
S41.152,Open bite of left upper arm
S41.152A,"Open bite of left upper arm, initial encounter"
S41.159A,"Open bite of unspecified upper arm, initial encounter"
S41.159S,"Open bite of unspecified upper arm, sequela"
S42,Fracture of shoulder and upper arm
S42.0,Fracture of clavicle
S42.00,Fracture of unspecified part of clavicle
S42.001,Fracture of unspecified part of right clavicle
S42.001A,"Fracture of unspecified part of right clavicle, initial encounter for closed fracture"
S42.002,Fracture of unspecified part of left clavicle
S42.002A,"Fracture of unspecified part of left clavicle, initial encounter for closed fracture"
S42.002B,"Fracture of unspecified part of left clavicle, initial encounter for open fracture"
S42.002P,"Fracture of unspecified part of left clavicle, subsequent encounter for fracture with malunion"
S42.009,Fracture of unspecified part of unspecified clavicle
S42.009A,"Fracture of unspecified part of unspecified clavicle, initial encounter for closed fracture"
S42.009D,"Fracture of unspecified part of unspecified clavicle, subsequent encounter for fracture with routine healing"
S42.009S,"Fracture of unspecified part of unspecified clavicle, sequela"
S42.012A,"Anterior displaced fracture of sternal end of left clavicle, initial encounter for closed fracture"
S42.014,Posterior displaced fracture of sternal end of right clavicle
S42.014A,"Posterior displaced fracture of sternal end of right clavicle, initial encounter for closed fracture"
S42.02,Fracture of shaft of clavicle
S42.021,Displaced fracture of shaft of right clavicle
S42.026A,"Nondisplaced fracture of shaft of unspecified clavicle, initial encounter for closed fracture"
S42.101A,"Fracture of unspecified part of scapula, right shoulder, initial encounter for closed fracture"
S42.102A,"Fracture of unspecified part of scapula, left shoulder, initial encounter for closed fracture"
S42.109A,"Fracture of unspecified part of scapula, unspecified shoulder, initial encounter for closed fracture"
S42.109D,"Fracture of unspecified part of scapula, unspecified shoulder, subsequent encounter for fracture with routine healing"
S42.113S,"Displaced fracture of body of scapula, unspecified shoulder, sequela"
S42.123A,"Displaced fracture of acromial process, unspecified shoulder, initial encounter for closed fracture"
S42.126A,"Nondisplaced fracture of acromial process, unspecified shoulder, initial encounter for closed fracture"
S42.141,"Displaced fracture of glenoid cavity of scapula, right shoulder"
S42.199A,"Fracture of other part of scapula, unspecified shoulder, initial encounter for closed fracture"
S42.2,Fracture of upper end of humerus
S42.20,Unspecified fracture of upper end of humerus
S42.201A,"Unspecified fracture of upper end of right humerus, initial encounter for closed fracture"
S42.202,Unspecified fracture of upper end of left humerus
S42.202A,"Unspecified fracture of upper end of left humerus, initial encounter for closed fracture"
S42.209A,"Unspecified fracture of upper end of unspecified humerus, initial encounter for closed fracture"
S42.209B,"Unspecified fracture of upper end of unspecified humerus, initial encounter for open fracture"
S42.21,Unspecified fracture of surgical neck of humerus
S42.212A,"Unspecified displaced fracture of surgical neck of left humerus, initial encounter for closed fracture"
S42.221,2-part displaced fracture of surgical neck of right humerus
S42.222,2-part displaced fracture of surgical neck of left humerus
S42.239A,"3-part fracture of surgical neck of unspecified humerus, initial encounter for closed fracture"
S42.26,Fracture of lesser tuberosity of humerus
S42.291,Other displaced fracture of upper end of right humerus
S42.292A,"Other displaced fracture of upper end of left humerus, initial encounter for closed fracture"
S42.293A,"Other displaced fracture of upper end of unspecified humerus, initial encounter for closed fracture"
S42.3,Fracture of shaft of humerus
S42.30,Unspecified fracture of shaft of humerus
S42.301A,"Unspecified fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42.301B,"Unspecified fracture of shaft of humerus, right arm, initial encounter for open fracture"
S42.301S,"Unspecified fracture of shaft of humerus, right arm, sequela"
S42.302,"Unspecified fracture of shaft of humerus, left arm"
S42.302A,"Unspecified fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42.302B,"Unspecified fracture of shaft of humerus, left arm, initial encounter for open fracture"
S42.302D,"Unspecified fracture of shaft of humerus, left arm, subsequent encounter for fracture with routine healing"
S42.302S,"Unspecified fracture of shaft of humerus, left arm, sequela"
S42.309,"Unspecified fracture of shaft of humerus, unspecified arm"
S42.309A,"Unspecified fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42.309B,"Unspecified fracture of shaft of humerus, unspecified arm, initial encounter for open fracture"
S42.309D,"Unspecified fracture of shaft of humerus, unspecified arm, subsequent encounter for fracture with routine healing"
S42.309S,"Unspecified fracture of shaft of humerus, unspecified arm, sequela"
S42.331A,"Displaced oblique fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42.332,"Displaced oblique fracture of shaft of humerus, left arm"
S42.332A,"Displaced oblique fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42.35,Comminuted fracture of shaft of humerus
S42.351,"Displaced comminuted fracture of shaft of humerus, right arm"
S42.352,"Displaced comminuted fracture of shaft of humerus, left arm"
S42.39,Other fracture of shaft of humerus
S42.391,Other fracture of shaft of right humerus
S42.392,Other fracture of shaft of left humerus
S42.399A,"Other fracture of shaft of unspecified humerus, initial encounter for closed fracture"
S42.40,Unspecified fracture of lower end of humerus
S42.401A,"Unspecified fracture of lower end of right humerus, initial encounter for closed fracture"
S42.402A,"Unspecified fracture of lower end of left humerus, initial encounter for closed fracture"
S42.402S,"Unspecified fracture of lower end of left humerus, sequela"
S42.409,Unspecified fracture of lower end of unspecified humerus
S42.409A,"Unspecified fracture of lower end of unspecified humerus, initial encounter for closed fracture"
S42.409B,"Unspecified fracture of lower end of unspecified humerus, initial encounter for open fracture"
S42.412,Displaced simple supracondylar fracture without intercondylar fracture of left humerus
S42.413A,"Displaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, initial encounter for closed fracture"
S42.425A,"Nondisplaced comminuted supracondylar fracture without intercondylar fracture of left humerus, initial encounter for closed fracture"
S42.47,Transcondylar fracture of humerus
S42.491D,"Other displaced fracture of lower end of right humerus, subsequent encounter for fracture with routine healing"
S42.492,Other displaced fracture of lower end of left humerus
S42.493A,"Other displaced fracture of lower end of unspecified humerus, initial encounter for closed fracture"
S42.90,"Fracture of unspecified shoulder girdle, part unspecified"
S42.90XA,"Fracture of unspecified shoulder girdle, part unspecified, initial encounter for closed fracture"
S42.90XD,"Fracture of unspecified shoulder girdle, part unspecified, subsequent encounter for fracture with routine healing"
S42.90XP,"Fracture of unspecified shoulder girdle, part unspecified, subsequent encounter for fracture with malunion"
S42.91XA,"Fracture of right shoulder girdle, part unspecified, initial encounter for closed fracture"
S42.91XD,"Fracture of right shoulder girdle, part unspecified, subsequent encounter for fracture with routine healing"
S42.92,"Fracture of left shoulder girdle, part unspecified"
S42.92XA,"Fracture of left shoulder girdle, part unspecified, initial encounter for closed fracture"
S42.92XD,"Fracture of left shoulder girdle, part unspecified, subsequent encounter for fracture with routine healing"
S42.92XS,"Fracture of left shoulder girdle, part unspecified, sequela"
S43,Dislocation and sprain of joints and ligaments of shoulder girdle
S43.0,Subluxation and dislocation of shoulder joint
S43.00,Unspecified subluxation and dislocation of shoulder joint
S43.002,Unspecified subluxation of left shoulder joint
S43.004,Unspecified dislocation of right shoulder joint
S43.004A,"Unspecified dislocation of right shoulder joint, initial encounter"
S43.005,Unspecified dislocation of left shoulder joint
S43.005A,"Unspecified dislocation of left shoulder joint, initial encounter"
S43.006A,"Unspecified dislocation of unspecified shoulder joint, initial encounter"
S43.011,Anterior subluxation of right humerus
S43.014,Anterior dislocation of right humerus
S43.015,Anterior dislocation of left humerus
S43.016,Anterior dislocation of unspecified humerus
S43.016A,"Anterior dislocation of unspecified humerus, initial encounter"
S43.036A,"Inferior dislocation of unspecified humerus, initial encounter"
S43.084,Other dislocation of right shoulder joint
S43.084A,"Other dislocation of right shoulder joint, initial encounter"
S43.085,Other dislocation of left shoulder joint
S43.085A,"Other dislocation of left shoulder joint, initial encounter"
S43.086A,"Other dislocation of unspecified shoulder joint, initial encounter"
S43.109A,"Unspecified dislocation of unspecified acromioclavicular joint, initial encounter"
S43.21,Anterior subluxation and dislocation of sternoclavicular joint
S43.216,Anterior dislocation of unspecified sternoclavicular joint
S43.30,Subluxation and dislocation of unspecified parts of shoulder girdle
S43.304,Dislocation of unspecified parts of right shoulder girdle
S43.315,Dislocation of left scapula
S43.316A,"Dislocation of unspecified scapula, initial encounter"
S43.394A,"Dislocation of other parts of right shoulder girdle, initial encounter"
S43.40,Unspecified sprain of shoulder joint
S43.401,Unspecified sprain of right shoulder joint
S43.409,Unspecified sprain of unspecified shoulder joint
S43.409A,"Unspecified sprain of unspecified shoulder joint, initial encounter"
S43.491,Other sprain of right shoulder joint
S43.50XA,"Sprain of unspecified acromioclavicular joint, initial encounter"
S44.8X,Injury of other nerves at shoulder and upper arm level
S44.8X2,"Injury of other nerves at shoulder and upper arm level, left arm"
S45.011,"Laceration of axillary artery, right side"
S45.012,"Laceration of axillary artery, left side"
S45.111A,"Laceration of brachial artery, right side, initial encounter"
S45.112,"Laceration of brachial artery, left side"
S45.192,"Other specified injury of brachial artery, left side"
S45.212,"Laceration of axillary or brachial vein, left side"
S45.312,"Laceration of superficial vein at shoulder and upper arm level, left arm"
S45.319S,"Laceration of superficial vein at shoulder and upper arm level, unspecified arm, sequela"
S45.901A,"Unspecified injury of unspecified blood vessel at shoulder and upper arm level, right arm, initial encounter"
S45.91,Laceration of unspecified blood vessel at shoulder and upper arm level
S45.911,"Laceration of unspecified blood vessel at shoulder and upper arm level, right arm"
S45.912,"Laceration of unspecified blood vessel at shoulder and upper arm level, left arm"
S45.99,Other specified injury of unspecified blood vessel at shoulder and upper arm level
S46,"Injury of muscle, fascia and tendon at shoulder and upper arm level"
S46.0,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
S46.229,"Laceration of muscle, fascia and tendon of other parts of biceps, unspecified arm"
S46.321,"Laceration of muscle, fascia and tendon of triceps, right arm"
S46.321A,"Laceration of muscle, fascia and tendon of triceps, right arm, initial encounter"
S46.322,"Laceration of muscle, fascia and tendon of triceps, left arm"
S46.80,"Unspecified injury of other muscles, fascia and tendons at shoulder and upper arm level"
S46.829A,"Laceration of other muscles, fascia and tendons at shoulder and upper arm level, unspecified arm, initial encounter"
S46.901A,"Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm, initial encounter"
S46.902A,"Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, left arm, initial encounter"
S46.909,"Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, unspecified arm"
S47,Crushing injury of shoulder and upper arm
S47.1,Crushing injury of right shoulder and upper arm
S47.1XXA,"Crushing injury of right shoulder and upper arm, initial encounter"
S47.2,Crushing injury of left shoulder and upper arm
S48.012A,"Complete traumatic amputation at left shoulder joint, initial encounter"
S48.9,"Traumatic amputation of shoulder and upper arm, level unspecified"
S48.911,"Complete traumatic amputation of right shoulder and upper arm, level unspecified"
S48.919A,"Complete traumatic amputation of unspecified shoulder and upper arm, level unspecified, initial encounter"
S48.922,"Partial traumatic amputation of left shoulder and upper arm, level unspecified"
S48.929A,"Partial traumatic amputation of unspecified shoulder and upper arm, level unspecified, initial encounter"
S49,Other and unspecified injuries of shoulder and upper arm
S49.80,"Other specified injuries of shoulder and upper arm, unspecified arm"
S49.80XA,"Other specified injuries of shoulder and upper arm, unspecified arm, initial encounter"
S49.81,Other specified injuries of right shoulder and upper arm
S49.81XA,"Other specified injuries of right shoulder and upper arm, initial encounter"
S49.82,Other specified injuries of left shoulder and upper arm
S49.82XA,"Other specified injuries of left shoulder and upper arm, initial encounter"
S49.9,Unspecified injury of shoulder and upper arm
S49.90,"Unspecified injury of shoulder and upper arm, unspecified arm"
S49.90XA,"Unspecified injury of shoulder and upper arm, unspecified arm, initial encounter"
S49.91,Unspecified injury of right shoulder and upper arm
S49.91XA,"Unspecified injury of right shoulder and upper arm, initial encounter"
S49.91XD,"Unspecified injury of right shoulder and upper arm, subsequent encounter"
S49.92,Unspecified injury of left shoulder and upper arm
S49.92XA,"Unspecified injury of left shoulder and upper arm, initial encounter"
S49.92XD,"Unspecified injury of left shoulder and upper arm, subsequent encounter"
S50,Superficial injury of elbow and forearm
S50.0,Contusion of elbow
S50.00,Contusion of unspecified elbow
S50.00XA,"Contusion of unspecified elbow, initial encounter"
S50.01,Contusion of right elbow
S50.01XA,"Contusion of right elbow, initial encounter"
S50.02XA,"Contusion of left elbow, initial encounter"
S50.1,Contusion of forearm
S50.10,Contusion of unspecified forearm
S50.10XA,"Contusion of unspecified forearm, initial encounter"
S50.11,Contusion of right forearm
S50.11XA,"Contusion of right forearm, initial encounter"
S50.12,Contusion of left forearm
S50.12XA,"Contusion of left forearm, initial encounter"
S50.31,Abrasion of elbow
S50.311,Abrasion of right elbow
S50.311A,"Abrasion of right elbow, initial encounter"
S50.312,Abrasion of left elbow
S50.312A,"Abrasion of left elbow, initial encounter"
S50.319,Abrasion of unspecified elbow
S50.319A,"Abrasion of unspecified elbow, initial encounter"
S50.319D,"Abrasion of unspecified elbow, subsequent encounter"
S50.36,Insect bite (nonvenomous) of elbow
S50.371,Other superficial bite of right elbow
S50.8,Other superficial injuries of forearm
S50.81,Abrasion of forearm
S50.811,Abrasion of right forearm
S50.811A,"Abrasion of right forearm, initial encounter"
S50.812,Abrasion of left forearm
S50.812A,"Abrasion of left forearm, initial encounter"
S50.819,Abrasion of unspecified forearm
S50.819A,"Abrasion of unspecified forearm, initial encounter"
S50.821,Blister (nonthermal) of right forearm
S50.86,Insect bite (nonvenomous) of forearm
S50.861A,"Insect bite (nonvenomous) of right forearm, initial encounter"
S50.862A,"Insect bite (nonvenomous) of left forearm, initial encounter"
S50.869,Insect bite (nonvenomous) of unspecified forearm
S50.869A,"Insect bite (nonvenomous) of unspecified forearm, initial encounter"
S50.87,Other superficial bite of forearm
S50.871,Other superficial bite of right forearm
S50.872,Other superficial bite of left forearm
S50.879,Other superficial bite of unspecified forearm
S50.879A,"Other superficial bite of unspecified forearm, initial encounter"
S50.9,Unspecified superficial injury of elbow and forearm
S50.909A,"Unspecified superficial injury of unspecified elbow, initial encounter"
S50.911D,"Unspecified superficial injury of right forearm, subsequent encounter"
S50.912A,"Unspecified superficial injury of left forearm, initial encounter"
S50.912D,"Unspecified superficial injury of left forearm, subsequent encounter"
S50.919A,"Unspecified superficial injury of unspecified forearm, initial encounter"
S51,Open wound of elbow and forearm
S51.0,Open wound of elbow
S51.00,Unspecified open wound of elbow
S51.001,Unspecified open wound of right elbow
S51.001A,"Unspecified open wound of right elbow, initial encounter"
S51.002,Unspecified open wound of left elbow
S51.002A,"Unspecified open wound of left elbow, initial encounter"
S51.009,Unspecified open wound of unspecified elbow
S51.009A,"Unspecified open wound of unspecified elbow, initial encounter"
S51.01,Laceration without foreign body of elbow
S51.011,Laceration without foreign body of right elbow
S51.011A,"Laceration without foreign body of right elbow, initial encounter"
S51.012A,"Laceration without foreign body of left elbow, initial encounter"
S51.019A,"Laceration without foreign body of unspecified elbow, initial encounter"
S51.021A,"Laceration with foreign body of right elbow, initial encounter"
S51.04,Puncture wound with foreign body of elbow
S51.041,Puncture wound with foreign body of right elbow
S51.042,Puncture wound with foreign body of left elbow
S51.05,Open bite of elbow
S51.059A,"Open bite, unspecified elbow, initial encounter"
S51.8,Open wound of forearm
S51.80,Unspecified open wound of forearm
S51.801,Unspecified open wound of right forearm
S51.801A,"Unspecified open wound of right forearm, initial encounter"
S51.802A,"Unspecified open wound of left forearm, initial encounter"
S51.809,Unspecified open wound of unspecified forearm
S51.809A,"Unspecified open wound of unspecified forearm, initial encounter"
S51.81,Laceration without foreign body of forearm
S51.811A,"Laceration without foreign body of right forearm, initial encounter"
S51.812,Laceration without foreign body of left forearm
S51.812A,"Laceration without foreign body of left forearm, initial encounter"
