eSituation_10,DiagnosisCodeDescr
S21,Open wound of thorax
S21.04,Puncture wound with foreign body of breast
S21.109A,"Unspecified open wound of unspecified front wall of thorax without penetration into thoracic cavity, initial encounter"
S21.2,Open wound of back wall of thorax without penetration into thoracic cavity
S21.209A,"Unspecified open wound of unspecified back wall of thorax without penetration into thoracic cavity, initial encounter"
S21.21,Laceration without foreign body of back wall of thorax without penetration into thoracic cavity
S21.219,Laceration without foreign body of unspecified back wall of thorax without penetration into thoracic cavity
S21.249,Puncture wound with foreign body of unspecified back wall of thorax without penetration into thoracic cavity
S21.30,Unspecified open wound of front wall of thorax with penetration into thoracic cavity
S21.4,Open wound of back wall of thorax with penetration into thoracic cavity
S21.90,Unspecified open wound of unspecified part of thorax
S21.91XA,"Laceration without foreign body of unspecified part of thorax, initial encounter"
S21.95,Open bite of unspecified part of thorax
S22.0,Fracture of thoracic vertebra
S22.00,Fracture of unspecified thoracic vertebra
S22.000A,"Wedge compression fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
S22.009A,"Unspecified fracture of unspecified thoracic vertebra, initial encounter for closed fracture"
S22.2,Fracture of sternum
S22.20XA,"Unspecified fracture of sternum, initial encounter for closed fracture"
S22.24XK,"Fracture of xiphoid process, subsequent encounter for fracture with nonunion"
S22.3,Fracture of one rib
S22.31,"Fracture of one rib, right side"
S22.39XA,"Fracture of one rib, unspecified side, initial encounter for closed fracture"
S22.4,Multiple fractures of ribs
S22.41,"Multiple fractures of ribs, right side"
S22.42,"Multiple fractures of ribs, left side"
S22.43,"Multiple fractures of ribs, bilateral"
S22.49,"Multiple fractures of ribs, unspecified side"
S22.49XA,"Multiple fractures of ribs, unspecified side, initial encounter for closed fracture"
S22.5,Flail chest
S23.0,Traumatic rupture of thoracic intervertebral disc
S23.41,Sprain of ribs
S23.429,Unspecified sprain of sternum
S24.10,Unspecified injury of thoracic spinal cord
S24.109,Unspecified injury at unspecified level of thoracic spinal cord
S25,Injury of blood vessels of thorax
S27,Injury of other and unspecified intrathoracic organs
S27.0,Traumatic pneumothorax
S27.0XXA,"Traumatic pneumothorax, initial encounter"
S27.1,Traumatic hemothorax
S27.80,Injury of diaphragm
S27.9,Injury of unspecified intrathoracic organ
S28.0,Crushed chest
S28.0XXA,"Crushed chest, initial encounter"
S29.0,Injury of muscle and tendon at thorax level
S29.002,Unspecified injury of muscle and tendon of back wall of thorax
S29.021,Laceration of muscle and tendon of front wall of thorax
S29.8XXA,"Other specified injuries of thorax, initial encounter"
S29.9,Unspecified injury of thorax
S29.9XXA,"Unspecified injury of thorax, initial encounter"
S30.0,Contusion of lower back and pelvis
S30.0XXA,"Contusion of lower back and pelvis, initial encounter"
S30.1,Contusion of abdominal wall
S30.1XXA,"Contusion of abdominal wall, initial encounter"
S30.201A,"Contusion of unspecified external genital organ, male, initial encounter"
S30.3,Contusion of anus
S30.81,"Abrasion of abdomen, lower back, pelvis and external genitals"
S30.810,Abrasion of lower back and pelvis
S30.810A,"Abrasion of lower back and pelvis, initial encounter"
S30.811,Abrasion of abdominal wall
S30.811A,"Abrasion of abdominal wall, initial encounter"
S30.815A,"Abrasion of unspecified external genital organs, male, initial encounter"
S30.93XA,"Unspecified superficial injury of penis, initial encounter"
S31,"Open wound of abdomen, lower back, pelvis and external genitals"
S31.0,Open wound of lower back and pelvis
S31.000,Unspecified open wound of lower back and pelvis without penetration into retroperitoneum
S31.000A,"Unspecified open wound of lower back and pelvis without penetration into retroperitoneum, initial encounter"
S31.010A,"Laceration without foreign body of lower back and pelvis without penetration into retroperitoneum, initial encounter"
S31.02,Laceration with foreign body of lower back and pelvis
S31.101,"Unspecified open wound of abdominal wall, left upper quadrant without penetration into peritoneal cavity"
S31.109A,"Unspecified open wound of abdominal wall, unspecified quadrant without penetration into peritoneal cavity, initial encounter"
S31.119A,"Laceration without foreign body of abdominal wall, unspecified quadrant without penetration into peritoneal cavity, initial encounter"
S31.139A,"Puncture wound of abdominal wall without foreign body, unspecified quadrant without penetration into peritoneal cavity, initial encounter"
S31.149A,"Puncture wound of abdominal wall with foreign body, unspecified quadrant without penetration into peritoneal cavity, initial encounter"
S31.20,Unspecified open wound of penis
S31.21XA,"Laceration without foreign body of penis, initial encounter"
S31.501A,"Unspecified open wound of unspecified external genital organs, male, initial encounter"
S31.609A,"Unspecified open wound of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter"
S31.63,Puncture wound without foreign body of abdominal wall with penetration into peritoneal cavity
S31.639A,"Puncture wound without foreign body of abdominal wall, unspecified quadrant with penetration into peritoneal cavity, initial encounter"
S31.8,"Open wound of other parts of abdomen, lower back and pelvis"
S31.80,Open wound of unspecified buttock
S31.809A,"Unspecified open wound of unspecified buttock, initial encounter"
S31.811,Laceration without foreign body of right buttock
S31.82,Open wound of left buttock
S31.821,Laceration without foreign body of left buttock
S31.834,Puncture wound with foreign body of anus
S32,Fracture of lumbar spine and pelvis
S32.000,Wedge compression fracture of unspecified lumbar vertebra
S32.009A,"Unspecified fracture of unspecified lumbar vertebra, initial encounter for closed fracture"
S32.10XA,"Unspecified fracture of sacrum, initial encounter for closed fracture"
S32.2XXA,"Fracture of coccyx, initial encounter for closed fracture"
S32.431,Displaced fracture of anterior column [iliopubic] of right acetabulum
S32.6,Fracture of ischium
S32.810,Multiple fractures of pelvis with stable disruption of pelvic ring
S32.89,Fracture of other parts of pelvis
S32.9,Fracture of unspecified parts of lumbosacral spine and pelvis
S32.9XXA,"Fracture of unspecified parts of lumbosacral spine and pelvis, initial encounter for closed fracture"
S34,"Injury of lumbar and sacral spinal cord and nerves at abdomen, lower back and pelvis level"
S34.109,Unspecified injury to unspecified level of lumbar spinal cord
S34.109A,"Unspecified injury to unspecified level of lumbar spinal cord, initial encounter"
S34.109D,"Unspecified injury to unspecified level of lumbar spinal cord, subsequent encounter"
S36,Injury of intra-abdominal organs
S36.09XA,"Other injury of spleen, initial encounter"
S36.11,Injury of liver
S36.3,Injury of stomach
S36.30,Unspecified injury of stomach
S36.32,Contusion of stomach
S36.39,Other injury of stomach
S36.499,Other injury of unspecified part of small intestine
S36.6,Injury of rectum
S36.60,Unspecified injury of rectum
S36.69,Other injury of rectum
S36.90XA,"Unspecified injury of unspecified intra-abdominal organ, initial encounter"
S37.0,Injury of kidney
S37.00,Unspecified injury of kidney
S37.012A,"Minor contusion of left kidney, initial encounter"
S37.031A,"Laceration of right kidney, unspecified degree, initial encounter"
S37.09,Other injury of kidney
S37.81,Injury of adrenal gland
S38.0,Crushing injury of external genital organs
S38.001A,"Crushing injury of unspecified external genital organs, male, initial encounter"
S38.1,"Crushing injury of abdomen, lower back, and pelvis"
S38.1XXA,"Crushing injury of abdomen, lower back, and pelvis, initial encounter"
S39.81,Other specified injuries of abdomen
S39.81XA,"Other specified injuries of abdomen, initial encounter"
S39.82,Other specified injuries of lower back
S39.82XA,"Other specified injuries of lower back, initial encounter"
S39.84,Other specified injuries of external genitals
S39.848A,"Other specified injuries of external genitals, initial encounter"
S39.91,Unspecified injury of abdomen
S39.91XA,"Unspecified injury of abdomen, initial encounter"
S39.92,Unspecified injury of lower back
S39.92XA,"Unspecified injury of lower back, initial encounter"
S39.93,Unspecified injury of pelvis
S39.93XA,"Unspecified injury of pelvis, initial encounter"
S39.94,Unspecified injury of external genitals
S39.94XA,"Unspecified injury of external genitals, initial encounter"
S40,Superficial injury of shoulder and upper arm
S40.0,Contusion of shoulder and upper arm
S40.01,Contusion of shoulder
S40.011,Contusion of right shoulder
S40.011A,"Contusion of right shoulder, initial encounter"
S40.012A,"Contusion of left shoulder, initial encounter"
S40.019,Contusion of unspecified shoulder
S40.02,Contusion of upper arm
S40.021,Contusion of right upper arm
S40.021A,"Contusion of right upper arm, initial encounter"
S40.022,Contusion of left upper arm
S40.022A,"Contusion of left upper arm, initial encounter"
S40.029,Contusion of unspecified upper arm
S40.21,Abrasion of shoulder
S40.211,Abrasion of right shoulder
S40.211A,"Abrasion of right shoulder, initial encounter"
S40.212,Abrasion of left shoulder
S40.212A,"Abrasion of left shoulder, initial encounter"
S40.219A,"Abrasion of unspecified shoulder, initial encounter"
S40.81,Abrasion of upper arm
S40.811,Abrasion of right upper arm
S40.811A,"Abrasion of right upper arm, initial encounter"
S40.812,Abrasion of left upper arm
S40.812A,"Abrasion of left upper arm, initial encounter"
S40.819,Abrasion of unspecified upper arm
S40.821,Blister (nonthermal) of right upper arm
S40.822,Blister (nonthermal) of left upper arm
S40.851,Superficial foreign body of right upper arm
S40.852,Superficial foreign body of left upper arm
S40.862,Insect bite (nonvenomous) of left upper arm
S40.9,Unspecified superficial injury of shoulder and upper arm
S40.911,Unspecified superficial injury of right shoulder
S41.0,Open wound of shoulder
S41.001A,"Unspecified open wound of right shoulder, initial encounter"
S41.002A,"Unspecified open wound of left shoulder, initial encounter"
S41.01,Laceration without foreign body of shoulder
S41.011,Laceration without foreign body of right shoulder
S41.031A,"Puncture wound without foreign body of right shoulder, initial encounter"
S41.032A,"Puncture wound without foreign body of left shoulder, initial encounter"
S41.1,Open wound of upper arm
S41.10,Unspecified open wound of upper arm
S41.101A,"Unspecified open wound of right upper arm, initial encounter"
S41.102A,"Unspecified open wound of left upper arm, initial encounter"
S41.109A,"Unspecified open wound of unspecified upper arm, initial encounter"
S41.111,Laceration without foreign body of right upper arm
S41.111A,"Laceration without foreign body of right upper arm, initial encounter"
S41.112,Laceration without foreign body of left upper arm
S41.112A,"Laceration without foreign body of left upper arm, initial encounter"
S41.131,Puncture wound without foreign body of right upper arm
S41.132,Puncture wound without foreign body of left upper arm
S42,Fracture of shoulder and upper arm
S42.0,Fracture of clavicle
S42.00,Fracture of unspecified part of clavicle
S42.001,Fracture of unspecified part of right clavicle
S42.002,Fracture of unspecified part of left clavicle
S42.009A,"Fracture of unspecified part of unspecified clavicle, initial encounter for closed fracture"
S42.02,Fracture of shaft of clavicle
S42.109A,"Fracture of unspecified part of scapula, unspecified shoulder, initial encounter for closed fracture"
S42.11,Fracture of body of scapula
S42.111,"Displaced fracture of body of scapula, right shoulder"
S42.12,Fracture of acromial process
S42.201A,"Unspecified fracture of upper end of right humerus, initial encounter for closed fracture"
S42.201B,"Unspecified fracture of upper end of right humerus, initial encounter for open fracture"
S42.202A,"Unspecified fracture of upper end of left humerus, initial encounter for closed fracture"
S42.202B,"Unspecified fracture of upper end of left humerus, initial encounter for open fracture"
S42.225,2-part nondisplaced fracture of surgical neck of left humerus
S42.25,Fracture of greater tuberosity of humerus
S42.30,Unspecified fracture of shaft of humerus
S42.301A,"Unspecified fracture of shaft of humerus, right arm, initial encounter for closed fracture"
S42.302A,"Unspecified fracture of shaft of humerus, left arm, initial encounter for closed fracture"
S42.309A,"Unspecified fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture"
S42.351,"Displaced comminuted fracture of shaft of humerus, right arm"
S42.4,Fracture of lower end of humerus
S42.409A,"Unspecified fracture of lower end of unspecified humerus, initial encounter for closed fracture"
S42.90,"Fracture of unspecified shoulder girdle, part unspecified"
S42.91XA,"Fracture of right shoulder girdle, part unspecified, initial encounter for closed fracture"
S42.91XB,"Fracture of right shoulder girdle, part unspecified, initial encounter for open fracture"
S42.92XA,"Fracture of left shoulder girdle, part unspecified, initial encounter for closed fracture"
S42.92XB,"Fracture of left shoulder girdle, part unspecified, initial encounter for open fracture"
S43.00,Unspecified subluxation and dislocation of shoulder joint
S43.001A,"Unspecified subluxation of right shoulder joint, initial encounter"
S43.002A,"Unspecified subluxation of left shoulder joint, initial encounter"
S43.004,Unspecified dislocation of right shoulder joint
S43.004A,"Unspecified dislocation of right shoulder joint, initial encounter"
S43.005,Unspecified dislocation of left shoulder joint
S43.005A,"Unspecified dislocation of left shoulder joint, initial encounter"
S43.006A,"Unspecified dislocation of unspecified shoulder joint, initial encounter"
S43.015,Anterior dislocation of left humerus
S43.034A,"Inferior dislocation of right humerus, initial encounter"
S43.035A,"Inferior dislocation of left humerus, initial encounter"
S43.304,Dislocation of unspecified parts of right shoulder girdle
S43.395,Dislocation of other parts of left shoulder girdle
S43.396,Dislocation of other parts of unspecified shoulder girdle
S45.311,"Laceration of superficial vein at shoulder and upper arm level, right arm"
S45.81,Laceration of other specified blood vessels at shoulder and upper arm level
S45.811,"Laceration of other specified blood vessels at shoulder and upper arm level, right arm"
S45.812,"Laceration of other specified blood vessels at shoulder and upper arm level, left arm"
S45.912,"Laceration of unspecified blood vessel at shoulder and upper arm level, left arm"
S46.0,Injury of muscle(s) and tendon(s) of the rotator cuff of shoulder
S46.011,Strain of muscle(s) and tendon(s) of the rotator cuff of right shoulder
S46.012,Strain of muscle(s) and tendon(s) of the rotator cuff of left shoulder
S46.321,"Laceration of muscle, fascia and tendon of triceps, right arm"
S46.822,"Laceration of other muscles, fascia and tendons at shoulder and upper arm level, left arm"
S46.901,"Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm"
S46.902,"Unspecified injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, left arm"
S46.991,"Other injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm"
S47.1,Crushing injury of right shoulder and upper arm
S47.1XXA,"Crushing injury of right shoulder and upper arm, initial encounter"
S47.2,Crushing injury of left shoulder and upper arm
S47.2XXA,"Crushing injury of left shoulder and upper arm, initial encounter"
S48.011A,"Complete traumatic amputation at right shoulder joint, initial encounter"
S48.012A,"Complete traumatic amputation at left shoulder joint, initial encounter"
S48.021A,"Partial traumatic amputation at right shoulder joint, initial encounter"
S48.111A,"Complete traumatic amputation at level between right shoulder and elbow, initial encounter"
S48.112A,"Complete traumatic amputation at level between left shoulder and elbow, initial encounter"
S48.121A,"Partial traumatic amputation at level between right shoulder and elbow, initial encounter"
S48.122A,"Partial traumatic amputation at level between left shoulder and elbow, initial encounter"
S49,Other and unspecified injuries of shoulder and upper arm
S49.81,Other specified injuries of right shoulder and upper arm
S49.81XA,"Other specified injuries of right shoulder and upper arm, initial encounter"
S49.82,Other specified injuries of left shoulder and upper arm
S49.82XA,"Other specified injuries of left shoulder and upper arm, initial encounter"
S49.9,Unspecified injury of shoulder and upper arm
S49.90,"Unspecified injury of shoulder and upper arm, unspecified arm"
S49.90XA,"Unspecified injury of shoulder and upper arm, unspecified arm, initial encounter"
S49.91,Unspecified injury of right shoulder and upper arm
S49.91XA,"Unspecified injury of right shoulder and upper arm, initial encounter"
S49.92,Unspecified injury of left shoulder and upper arm
S49.92XA,"Unspecified injury of left shoulder and upper arm, initial encounter"
S50,Superficial injury of elbow and forearm
S50.0,Contusion of elbow
S50.00,Contusion of unspecified elbow
S50.00XA,"Contusion of unspecified elbow, initial encounter"
S50.01XA,"Contusion of right elbow, initial encounter"
S50.02,Contusion of left elbow
S50.02XA,"Contusion of left elbow, initial encounter"
S50.1,Contusion of forearm
S50.10,Contusion of unspecified forearm
S50.10XA,"Contusion of unspecified forearm, initial encounter"
S50.11,Contusion of right forearm
S50.11XA,"Contusion of right forearm, initial encounter"
S50.12,Contusion of left forearm
S50.31,Abrasion of elbow
S50.311,Abrasion of right elbow
S50.311A,"Abrasion of right elbow, initial encounter"
S50.312,Abrasion of left elbow
S50.312A,"Abrasion of left elbow, initial encounter"
S50.319,Abrasion of unspecified elbow
S50.371,Other superficial bite of right elbow
S50.81,Abrasion of forearm
S50.811,Abrasion of right forearm
S50.811A,"Abrasion of right forearm, initial encounter"
S50.812,Abrasion of left forearm
S50.812A,"Abrasion of left forearm, initial encounter"
S50.819,Abrasion of unspecified forearm
S50.821,Blister (nonthermal) of right forearm
S50.862,Insect bite (nonvenomous) of left forearm
S50.9,Unspecified superficial injury of elbow and forearm
S50.91,Unspecified superficial injury of forearm
S50.911,Unspecified superficial injury of right forearm
S51,Open wound of elbow and forearm
S51.0,Open wound of elbow
S51.00,Unspecified open wound of elbow
S51.001A,"Unspecified open wound of right elbow, initial encounter"
S51.002A,"Unspecified open wound of left elbow, initial encounter"
S51.01,Laceration without foreign body of elbow
S51.011,Laceration without foreign body of right elbow
S51.012,Laceration without foreign body of left elbow
S51.8,Open wound of forearm
S51.80,Unspecified open wound of forearm
S51.801A,"Unspecified open wound of right forearm, initial encounter"
S51.802A,"Unspecified open wound of left forearm, initial encounter"
S51.809,Unspecified open wound of unspecified forearm
S51.81,Laceration without foreign body of forearm
S51.811,Laceration without foreign body of right forearm
S51.811A,"Laceration without foreign body of right forearm, initial encounter"
S51.812,Laceration without foreign body of left forearm
S51.812A,"Laceration without foreign body of left forearm, initial encounter"
S51.819,Laceration without foreign body of unspecified forearm
S51.819A,"Laceration without foreign body of unspecified forearm, initial encounter"
S51.82,Laceration with foreign body of forearm
S52,Fracture of forearm
S52.035N,"Nondisplaced fracture of olecranon process with intraarticular extension of left ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
S52.121,Displaced fracture of head of right radius
S52.20,Unspecified fracture of shaft of ulna
S52.30,Unspecified fracture of shaft of radius
S52.692,Other fracture of lower end of left ulna
S52.9,Unspecified fracture of forearm
S52.90XA,"Unspecified fracture of unspecified forearm, initial encounter for closed fracture"
S52.91XA,"Unspecified fracture of right forearm, initial encounter for closed fracture"
S52.91XB,"Unspecified fracture of right forearm, initial encounter for open fracture type I or II"
S52.92XA,"Unspecified fracture of left forearm, initial encounter for closed fracture"
S52.92XB,"Unspecified fracture of left forearm, initial encounter for open fracture type I or II"
S53.004A,"Unspecified dislocation of right radial head, initial encounter"
S53.005A,"Unspecified dislocation of left radial head, initial encounter"
S55.8,Injury of other blood vessels at forearm level
S55.81,Laceration of other blood vessels at forearm level
S55.811,"Laceration of other blood vessels at forearm level, right arm"
S55.812,"Laceration of other blood vessels at forearm level, left arm"
S55.91,Laceration of unspecified blood vessel at forearm level
S55.911,"Laceration of unspecified blood vessel at forearm level, right arm"
S56.522,"Laceration of other extensor muscle, fascia and tendon at forearm level, left arm"
S57,Crushing injury of elbow and forearm
S57.0,Crushing injury of elbow
S57.01XA,"Crushing injury of right elbow, initial encounter"
S57.02XA,"Crushing injury of left elbow, initial encounter"
S57.80,Crushing injury of unspecified forearm
S57.81,Crushing injury of right forearm
S57.81XA,"Crushing injury of right forearm, initial encounter"
S57.82XA,"Crushing injury of left forearm, initial encounter"
S58.011,"Complete traumatic amputation at elbow level, right arm"
S58.011A,"Complete traumatic amputation at elbow level, right arm, initial encounter"
S58.012,"Complete traumatic amputation at elbow level, left arm"
S58.012A,"Complete traumatic amputation at elbow level, left arm, initial encounter"
S58.012S,"Complete traumatic amputation at elbow level, left arm, sequela"
S58.021A,"Partial traumatic amputation at elbow level, right arm, initial encounter"
S58.022A,"Partial traumatic amputation at elbow level, left arm, initial encounter"
S58.111A,"Complete traumatic amputation at level between elbow and wrist, right arm, initial encounter"
S58.112,"Complete traumatic amputation at level between elbow and wrist, left arm"
S58.112A,"Complete traumatic amputation at level between elbow and wrist, left arm, initial encounter"
S58.121A,"Partial traumatic amputation at level between elbow and wrist, right arm, initial encounter"
S58.122A,"Partial traumatic amputation at level between elbow and wrist, left arm, initial encounter"
S59.8,Other specified injuries of elbow and forearm
S59.802,Other specified injuries of left elbow
S59.812,Other specified injuries left forearm
S59.819,Other specified injuries unspecified forearm
S59.819A,"Other specified injuries unspecified forearm, initial encounter"
S59.9,Unspecified injury of elbow and forearm
S59.90,Unspecified injury of elbow
S59.901,Unspecified injury of right elbow
S59.901A,"Unspecified injury of right elbow, initial encounter"
S59.902,Unspecified injury of left elbow
S59.902A,"Unspecified injury of left elbow, initial encounter"
S59.909,Unspecified injury of unspecified elbow
S59.909A,"Unspecified injury of unspecified elbow, initial encounter"
S59.909S,"Unspecified injury of unspecified elbow, sequela"
S59.91,Unspecified injury of forearm
S59.911,Unspecified injury of right forearm
S59.911A,"Unspecified injury of right forearm, initial encounter"
S59.912,Unspecified injury of left forearm
S59.912A,"Unspecified injury of left forearm, initial encounter"
S59.919S,"Unspecified injury of unspecified forearm, sequela"
S60,"Superficial injury of wrist, hand and fingers"
S60.00,Contusion of unspecified finger without damage to nail
S60.011A,"Contusion of right thumb without damage to nail, initial encounter"
S60.012A,"Contusion of left thumb without damage to nail, initial encounter"
S60.021A,"Contusion of right index finger without damage to nail, initial encounter"
S60.022A,"Contusion of left index finger without damage to nail, initial encounter"
S60.031A,"Contusion of right middle finger without damage to nail, initial encounter"
S60.032A,"Contusion of left middle finger without damage to nail, initial encounter"
S60.041A,"Contusion of right ring finger without damage to nail, initial encounter"
S60.042A,"Contusion of left ring finger without damage to nail, initial encounter"
S60.051A,"Contusion of right little finger without damage to nail, initial encounter"
S60.052A,"Contusion of left little finger without damage to nail, initial encounter"
S60.12,Contusion of index finger with damage to nail
S60.21,Contusion of wrist
S60.211,Contusion of right wrist
S60.211A,"Contusion of right wrist, initial encounter"
S60.212,Contusion of left wrist
S60.212A,"Contusion of left wrist, initial encounter"
S60.219,Contusion of unspecified wrist
S60.219A,"Contusion of unspecified wrist, initial encounter"
S60.22,Contusion of hand
S60.221,Contusion of right hand
S60.221A,"Contusion of right hand, initial encounter"
S60.222,Contusion of left hand
S60.222A,"Contusion of left hand, initial encounter"
S60.229,Contusion of unspecified hand
S60.229A,"Contusion of unspecified hand, initial encounter"
S60.311,Abrasion of right thumb
S60.311A,"Abrasion of right thumb, initial encounter"
S60.312,Abrasion of left thumb
S60.312A,"Abrasion of left thumb, initial encounter"
S60.391,Other superficial injuries of right thumb
S60.41,Abrasion of fingers
S60.410,Abrasion of right index finger
S60.410A,"Abrasion of right index finger, initial encounter"
S60.411,Abrasion of left index finger
S60.411A,"Abrasion of left index finger, initial encounter"
S60.412,Abrasion of right middle finger
S60.412A,"Abrasion of right middle finger, initial encounter"
S60.413,Abrasion of left middle finger
S60.413A,"Abrasion of left middle finger, initial encounter"
S60.414A,"Abrasion of right ring finger, initial encounter"
S60.415A,"Abrasion of left ring finger, initial encounter"
S60.416A,"Abrasion of right little finger, initial encounter"
S60.417A,"Abrasion of left little finger, initial encounter"
S60.418,Abrasion of other finger
S60.44,External constriction of fingers
S60.51,Abrasion of hand
S60.511,Abrasion of right hand
S60.511A,"Abrasion of right hand, initial encounter"
S60.512,Abrasion of left hand
S60.512A,"Abrasion of left hand, initial encounter"
S60.519,Abrasion of unspecified hand
S60.52,Blister (nonthermal) of hand
S60.551,Superficial foreign body of right hand
S60.552,Superficial foreign body of left hand
S60.81,Abrasion of wrist
S60.811,Abrasion of right wrist
S60.811A,"Abrasion of right wrist, initial encounter"
S60.812,Abrasion of left wrist
S60.812A,"Abrasion of left wrist, initial encounter"
S60.819,Abrasion of unspecified wrist
S60.919A,"Unspecified superficial injury of unspecified wrist, initial encounter"
S60.92,Unspecified superficial injury of hand
S60.921,Unspecified superficial injury of right hand
S60.922,Unspecified superficial injury of left hand
S60.942,Unspecified superficial injury of right middle finger
S61,"Open wound of wrist, hand and fingers"
S61.001A,"Unspecified open wound of right thumb without damage to nail, initial encounter"
S61.002A,"Unspecified open wound of left thumb without damage to nail, initial encounter"
S61.200A,"Unspecified open wound of right index finger without damage to nail, initial encounter"
S61.201A,"Unspecified open wound of left index finger without damage to nail, initial encounter"
S61.202A,"Unspecified open wound of right middle finger without damage to nail, initial encounter"
S61.203A,"Unspecified open wound of left middle finger without damage to nail, initial encounter"
S61.204A,"Unspecified open wound of right ring finger without damage to nail, initial encounter"
S61.205A,"Unspecified open wound of left ring finger without damage to nail, initial encounter"
S61.206A,"Unspecified open wound of right little finger without damage to nail, initial encounter"
S61.207A,"Unspecified open wound of left little finger without damage to nail, initial encounter"
S61.209A,"Unspecified open wound of unspecified finger without damage to nail, initial encounter"
S61.21,Laceration without foreign body of finger without damage to nail
S61.228,Laceration with foreign body of other finger without damage to nail
S61.229,Laceration with foreign body of unspecified finger without damage to nail
S61.244,Puncture wound with foreign body of right ring finger without damage to nail
S61.30,Unspecified open wound of finger with damage to nail
S61.300,Unspecified open wound of right index finger with damage to nail
S61.31,Laceration without foreign body of finger with damage to nail
S61.4,Open wound of hand
S61.40,Unspecified open wound of hand
S61.401A,"Unspecified open wound of right hand, initial encounter"
S61.402A,"Unspecified open wound of left hand, initial encounter"
S61.409A,"Unspecified open wound of unspecified hand, initial encounter"
S61.41,Laceration without foreign body of hand
S61.411,Laceration without foreign body of right hand
S61.412,Laceration without foreign body of left hand
S61.419,Laceration without foreign body of unspecified hand
S61.431,Puncture wound without foreign body of right hand
S61.431A,"Puncture wound without foreign body of right hand, initial encounter"
S61.432,Puncture wound without foreign body of left hand
S61.432A,"Puncture wound without foreign body of left hand, initial encounter"
S61.45,Open bite of hand
S61.451,Open bite of right hand
S61.5,Open wound of wrist
S61.501A,"Unspecified open wound of right wrist, initial encounter"
S61.502A,"Unspecified open wound of left wrist, initial encounter"
S61.51,Laceration without foreign body of wrist
S61.511,Laceration without foreign body of right wrist
S61.511A,"Laceration without foreign body of right wrist, initial encounter"
S61.512,Laceration without foreign body of left wrist
S61.512A,"Laceration without foreign body of left wrist, initial encounter"
S61.521A,"Laceration with foreign body of right wrist, initial encounter"
S61.522,Laceration with foreign body of left wrist
S61.522A,"Laceration with foreign body of left wrist, initial encounter"
S61.55,Open bite of wrist
S61.551,Open bite of right wrist
S61.552,Open bite of left wrist
S62,Fracture at wrist and hand level
S62.101A,"Fracture of unspecified carpal bone, right wrist, initial encounter for closed fracture"
S62.101B,"Fracture of unspecified carpal bone, right wrist, initial encounter for open fracture"
S62.102A,"Fracture of unspecified carpal bone, left wrist, initial encounter for closed fracture"
S62.102B,"Fracture of unspecified carpal bone, left wrist, initial encounter for open fracture"
S62.141,"Displaced fracture of body of hamate [unciform] bone, right wrist"
S62.310,"Displaced fracture of base of second metacarpal bone, right hand"
S62.501,Fracture of unspecified phalanx of right thumb
S62.501A,"Fracture of unspecified phalanx of right thumb, initial encounter for closed fracture"
S62.501B,"Fracture of unspecified phalanx of right thumb, initial encounter for open fracture"
S62.502A,"Fracture of unspecified phalanx of left thumb, initial encounter for closed fracture"
S62.502B,"Fracture of unspecified phalanx of left thumb, initial encounter for open fracture"
S62.600A,"Fracture of unspecified phalanx of right index finger, initial encounter for closed fracture"
S62.600B,"Fracture of unspecified phalanx of right index finger, initial encounter for open fracture"
S62.601A,"Fracture of unspecified phalanx of left index finger, initial encounter for closed fracture"
S62.601B,"Fracture of unspecified phalanx of left index finger, initial encounter for open fracture"
S62.602A,"Fracture of unspecified phalanx of right middle finger, initial encounter for closed fracture"
S62.602B,"Fracture of unspecified phalanx of right middle finger, initial encounter for open fracture"
S62.603A,"Fracture of unspecified phalanx of left middle finger, initial encounter for closed fracture"
S62.603B,"Fracture of unspecified phalanx of left middle finger, initial encounter for open fracture"
S62.604A,"Fracture of unspecified phalanx of right ring finger, initial encounter for closed fracture"
S62.604B,"Fracture of unspecified phalanx of right ring finger, initial encounter for open fracture"
S62.605A,"Fracture of unspecified phalanx of left ring finger, initial encounter for closed fracture"
S62.605B,"Fracture of unspecified phalanx of left ring finger, initial encounter for open fracture"
S62.606A,"Fracture of unspecified phalanx of right little finger, initial encounter for closed fracture"
S62.606B,"Fracture of unspecified phalanx of right little finger, initial encounter for open fracture"
S62.609A,"Fracture of unspecified phalanx of unspecified finger, initial encounter for closed fracture"
S62.609B,"Fracture of unspecified phalanx of unspecified finger, initial encounter for open fracture"
S62.622,Displaced fracture of middle phalanx of right middle finger
S62.624,Displaced fracture of middle phalanx of right ring finger
S62.634,Displaced fracture of distal phalanx of right ring finger
S62.90,Unspecified fracture of unspecified wrist and hand
S62.90XA,"Unspecified fracture of unspecified wrist and hand, initial encounter for closed fracture"
S62.90XB,"Unspecified fracture of unspecified wrist and hand, initial encounter for open fracture"
S62.91XA,"Unspecified fracture of right wrist and hand, initial encounter for closed fracture"
